BioSample	collection_date	country	host_species	drug_resistance
SAMN05915275	2012-01-01	Peru	Homo sapiens	
SAMN05915276	2012-01-01	Peru	Homo sapiens	
SAMN05915277	2012-01-01	Peru	Homo sapiens	
SAMN05915278	2012-01-01	Peru	Homo sapiens	
SAMN05915279	2012-01-01	Peru	Homo sapiens	
SAMN05915280	2012-01-01	Peru	Homo sapiens	
SAMN05915281	2012-01-01	Peru	Homo sapiens	
SAMN05915282	2012-01-01	Peru	Homo sapiens	
SAMN05915283	2012-01-01	Peru	Homo sapiens	
SAMN05915284	2012-01-01	Peru	Homo sapiens	
SAMN05915285	2012-01-01	Peru	Homo sapiens	
SAMN05915286	2012-01-01	Peru	Homo sapiens	
SAMN05915287	2012-01-01	Peru	Homo sapiens	
SAMN05915288	2012-01-01	Peru	Homo sapiens	
SAMN05915289	2012-01-01	Peru	Homo sapiens	
SAMN05915290	2012-01-01	Peru	Homo sapiens	
SAMN05915291	2012-01-01	Peru	Homo sapiens	
SAMN05915292	2012-01-01	Peru	Homo sapiens	
SAMN05915293	2012-01-01	Peru	Homo sapiens	
SAMN05916217	2012-01-01	Peru	Homo sapiens	
SAMN05916218	2012-01-01	Peru	Homo sapiens	
SAMN05916219	2012-01-01	Peru	Homo sapiens	
SAMN05916220	2012-01-01	Peru	Homo sapiens	
SAMN05916221	2012-01-01	Peru	Homo sapiens	
SAMN05916222	2012-01-01	Peru	Homo sapiens	
SAMN05916223	2012-01-01	Peru	Homo sapiens	
SAMN05916224	2012-01-01	Peru	Homo sapiens	
SAMN05916225	2012-01-01	Peru	Homo sapiens	
SAMN05916226	2012-01-01	Peru	Homo sapiens	
SAMN05916227	2012-01-01	Peru	Homo sapiens	
SAMN05916228	2012-01-01	Peru	Homo sapiens	
SAMN05916229	2012-01-01	Peru	Homo sapiens	
SAMN05916230	2012-01-01	Peru	Homo sapiens	
SAMN05916231	2012-01-01	Peru	Homo sapiens	
SAMN05916232	2012-01-01	Peru	Homo sapiens	
SAMN05916233	2012-01-01	Peru	Homo sapiens	
SAMN05916234	2012-01-01	Peru	Homo sapiens	
SAMN05916235	2012-01-01	Peru	Homo sapiens	
SAMN05916236	2012-01-01	Peru	Homo sapiens	
SAMN05916237	2012-01-01	Peru	Homo sapiens	
SAMN05916238	2012-01-01	Peru	Homo sapiens	
SAMN05916239	2012-01-01	Peru	Homo sapiens	
SAMN05916240	2012-01-01	Peru	Homo sapiens	
SAMN05916241	2012-01-01	Peru	Homo sapiens	
SAMN05916242	2012-01-01	Peru	Homo sapiens	
SAMN05916243	2012-01-01	Peru	Homo sapiens	
SAMN05916244	2012-01-01	Peru	Homo sapiens	
SAMN05916245	2012-01-01	Peru	Homo sapiens	
SAMN05916246	2012-01-01	Peru	Homo sapiens	
SAMN05916247	2012-01-01	Peru	Homo sapiens	
SAMN05916248	2012-01-01	Peru	Homo sapiens	
SAMN05916249	2012-01-01	Peru	Homo sapiens	
SAMN05916250	2012-01-01	Peru	Homo sapiens	
SAMN05916251	2012-01-01	Peru	Homo sapiens	
SAMN05916252	2012-01-01	Peru	Homo sapiens	
SAMN05916253	2012-01-01	Peru	Homo sapiens	
SAMN05916254	2012-01-01	Peru	Homo sapiens	
SAMN05916255	2012-01-01	Peru	Homo sapiens	
SAMN05916256	2012-01-01	Peru	Homo sapiens	
SAMN05916257	2012-01-01	Peru	Homo sapiens	
SAMN05916258	2012-01-01	Peru	Homo sapiens	
SAMN05916259	2012-01-01	Peru	Homo sapiens	
SAMN05916260	2012-01-01	Peru	Homo sapiens	
SAMN05916261	2012-01-01	Peru	Homo sapiens	
SAMN05916262	2012-01-01	Peru	Homo sapiens	
SAMN05916263	2012-01-01	Peru	Homo sapiens	
SAMN05916264	2012-01-01	Peru	Homo sapiens	
SAMN05916265	2012-01-01	Peru	Homo sapiens	
SAMN05916266	2012-01-01	Peru	Homo sapiens	
SAMN05916267	2012-01-01	Peru	Homo sapiens	
SAMN05916268	2012-01-01	Peru	Homo sapiens	
SAMN05916269	2012-01-01	Peru	Homo sapiens	
SAMN05916270	2012-01-01	Peru	Homo sapiens	
SAMN05916271	2012-01-01	Peru	Homo sapiens	
SAMN05916272	2012-01-01	Peru	Homo sapiens	
SAMN05916273	2012-01-01	Peru	Homo sapiens	
SAMN05916274	2012-01-01	Peru	Homo sapiens	
SAMN05916275	2012-01-01	Peru	Homo sapiens	
SAMN05916276	2012-01-01	Peru	Homo sapiens	
SAMN05916277	2012-01-01	Peru	Homo sapiens	
SAMN05916278	2012-01-01	Peru	Homo sapiens	
SAMN05916279	2012-01-01	Peru	Homo sapiens	
SAMN05916280	2012-01-01	Peru	Homo sapiens	
SAMN05916281	2012-01-01	Peru	Homo sapiens	
SAMN05916282	2012-01-01	Peru	Homo sapiens	
SAMN05916283	2012-01-01	Peru	Homo sapiens	
SAMN05916284	2012-01-01	Peru	Homo sapiens	
SAMN05916285	2012-01-01	Peru	Homo sapiens	
SAMN05916286	2012-01-01	Peru	Homo sapiens	
SAMN05916287	2012-01-01	Peru	Homo sapiens	
SAMN05916288	2012-01-01	Peru	Homo sapiens	
SAMN05916289	2012-01-01	Peru	Homo sapiens	
SAMN05916290	2012-01-01	Peru	Homo sapiens	
SAMN05916291	2012-01-01	Peru	Homo sapiens	
SAMN05916292	2012-01-01	Peru	Homo sapiens	
SAMN05916293	2012-01-01	Peru	Homo sapiens	
SAMN05916294	2012-01-01	Peru	Homo sapiens	
SAMN05916295	2012-01-01	Peru	Homo sapiens	
SAMN05916296	2012-01-01	Peru	Homo sapiens	
SAMN05916297	2012-01-01	Peru	Homo sapiens	
SAMN05916298	2012-01-01	Peru	Homo sapiens	
SAMN05916299	2012-01-01	Peru	Homo sapiens	
SAMN05916300	2012-01-01	Peru	Homo sapiens	
SAMN05916301	2012-01-01	Peru	Homo sapiens	
SAMN05916302	2012-01-01	Peru	Homo sapiens	
SAMN05916303	2012-01-01	Peru	Homo sapiens	
SAMN05916304	2012-01-01	Peru	Homo sapiens	
SAMN05916305	2012-01-01	Peru	Homo sapiens	
SAMN05916306	2012-01-01	Peru	Homo sapiens	
SAMN05916307	2012-01-01	Peru	Homo sapiens	
SAMN05916308	2012-01-01	Peru	Homo sapiens	
SAMN05916309	2012-01-01	Peru	Homo sapiens	
SAMN05916310	2012-01-01	Peru	Homo sapiens	
SAMN05916311	2012-01-01	Peru	Homo sapiens	
SAMN05916312	2012-01-01	Peru	Homo sapiens	
SAMN05916313	2012-01-01	Peru	Homo sapiens	
SAMN05916314	2012-01-01	Peru	Homo sapiens	
SAMN05916315	2012-01-01	Peru	Homo sapiens	
SAMN05916316	2012-01-01	Peru	Homo sapiens	
SAMN05916317	2012-01-01	Peru	Homo sapiens	
SAMN05916318	2012-01-01	Peru	Homo sapiens	
SAMN05916319	2012-01-01	Peru	Homo sapiens	
SAMN05916320	2012-01-01	Peru	Homo sapiens	
SAMN05916321	2012-01-01	Peru	Homo sapiens	
SAMN05916322	2012-01-01	Peru	Homo sapiens	
SAMN05916323	2012-01-01	Peru	Homo sapiens	
SAMN05916324	2012-01-01	Peru	Homo sapiens	
SAMN05916325	2012-01-01	Peru	Homo sapiens	
SAMN05916326	2012-01-01	Peru	Homo sapiens	
SAMN05916327	2012-01-01	Peru	Homo sapiens	
SAMN05916328	2012-01-01	Peru	Homo sapiens	
SAMN05916329	2012-01-01	Peru	Homo sapiens	
SAMN05916330	2012-01-01	Peru	Homo sapiens	
SAMN05916331	2012-01-01	Peru	Homo sapiens	
SAMN05916332	2012-01-01	Peru	Homo sapiens	
SAMN05916333	2012-01-01	Peru	Homo sapiens	
SAMN05916334	2012-01-01	Peru	Homo sapiens	
SAMN05916335	2012-01-01	Peru	Homo sapiens	
SAMN05916336	2012-01-01	Peru	Homo sapiens	
SAMN05916337	2012-01-01	Peru	Homo sapiens	
SAMN05916338	2012-01-01	Peru	Homo sapiens	
SAMN05916339	2012-01-01	Peru	Homo sapiens	
SAMN05916340	2012-01-01	Peru	Homo sapiens	
SAMN05916341	2012-01-01	Peru	Homo sapiens	
SAMN05916342	2012-01-01	Peru	Homo sapiens	
SAMN05916343	2012-01-01	Peru	Homo sapiens	
SAMN05916344	2012-01-01	Peru	Homo sapiens	
SAMN05916345	2012-01-01	Peru	Homo sapiens	
SAMN05916346	2012-01-01	Peru	Homo sapiens	
SAMN05916347	2012-01-01	Peru	Homo sapiens	
SAMN05916348	2012-01-01	Peru	Homo sapiens	
SAMN05916349	2012-01-01	Peru	Homo sapiens	
SAMN05916350	2012-01-01	Peru	Homo sapiens	
SAMN05916351	2012-01-01	Peru	Homo sapiens	
SAMN05916352	2012-01-01	Peru	Homo sapiens	
SAMN05916353	2012-01-01	Peru	Homo sapiens	
SAMN05916354	2012-01-01	Peru	Homo sapiens	
SAMN05916355	2012-01-01	Peru	Homo sapiens	
SAMN05916356	2012-01-01	Peru	Homo sapiens	
SAMN05916357	2012-01-01	Peru	Homo sapiens	
SAMN05916358	2012-01-01	Peru	Homo sapiens	
SAMN05916382	2012-01-01	Peru	Homo sapiens	
SAMN05916383	2012-01-01	Peru	Homo sapiens	
SAMN05916384	2012-01-01	Peru	Homo sapiens	
SAMN05916385	2012-01-01	Peru	Homo sapiens	
SAMN05916386	2012-01-01	Peru	Homo sapiens	
SAMN05916387	2012-01-01	Peru	Homo sapiens	
SAMN05916388	2012-01-01	Peru	Homo sapiens	
SAMN05916389	2012-01-01	Peru	Homo sapiens	
SAMN05916390	2012-01-01	Peru	Homo sapiens	
SAMN05916391	2012-01-01	Peru	Homo sapiens	
SAMN05916392	2012-01-01	Peru	Homo sapiens	
SAMN05916393	2012-01-01	Peru	Homo sapiens	
SAMN05916394	2012-01-01	Peru	Homo sapiens	
SAMN05916395	2012-01-01	Peru	Homo sapiens	
SAMN05916396	2012-01-01	Peru	Homo sapiens	
SAMN05916397	2012-01-01	Peru	Homo sapiens	
SAMN05916398	2012-01-01	Peru	Homo sapiens	
SAMN05916399	2012-01-01	Peru	Homo sapiens	
SAMN05916400	2012-01-01	Peru	Homo sapiens	
SAMN05916401	2012-01-01	Peru	Homo sapiens	
SAMN05916402	2012-01-01	Peru	Homo sapiens	
SAMN05916403	2012-01-01	Peru	Homo sapiens	
SAMN05916404	2012-01-01	Peru	Homo sapiens	
SAMN05916405	2012-01-01	Peru	Homo sapiens	
SAMN05916406	2012-01-01	Peru	Homo sapiens	
SAMN05916407	2012-01-01	Peru	Homo sapiens	
SAMN05916408	2012-01-01	Peru	Homo sapiens	
SAMN05916409	2012-01-01	Peru	Homo sapiens	
SAMN05916410	2012-01-01	Peru	Homo sapiens	
SAMN05916411	2012-01-01	Peru	Homo sapiens	
SAMN05916412	2012-01-01	Peru	Homo sapiens	
SAMN05916413	2012-01-01	Peru	Homo sapiens	
SAMN05916414	2012-01-01	Peru	Homo sapiens	
SAMN05916415	2012-01-01	Peru	Homo sapiens	
SAMN05916416	2012-01-01	Peru	Homo sapiens	
SAMN05916417	2012-01-01	Peru	Homo sapiens	
SAMN05916418	2012-01-01	Peru	Homo sapiens	
SAMN05916419	2012-01-01	Peru	Homo sapiens	
SAMN05916420	2012-01-01	Peru	Homo sapiens	
SAMN05916421	2012-01-01	Peru	Homo sapiens	
SAMN05916422	2012-01-01	Peru	Homo sapiens	
SAMN05916423	2012-01-01	Peru	Homo sapiens	
SAMN05916424	2012-01-01	Peru	Homo sapiens	
SAMN05916425	2012-01-01	Peru	Homo sapiens	
SAMN05916426	2012-01-01	Peru	Homo sapiens	
SAMN05916427	2012-01-01	Peru	Homo sapiens	
SAMN05916428	2012-01-01	Peru	Homo sapiens	
SAMN05916429	2012-01-01	Peru	Homo sapiens	
SAMN05916430	2012-01-01	Peru	Homo sapiens	
SAMN05916431	2012-01-01	Peru	Homo sapiens	
SAMN05916432	2012-01-01	Peru	Homo sapiens	
SAMN05916433	2012-01-01	Peru	Homo sapiens	
SAMN05916434	2012-01-01	Peru	Homo sapiens	
SAMN05916435	2012-01-01	Peru	Homo sapiens	
SAMN05916436	2012-01-01	Peru	Homo sapiens	
SAMN05916437	2012-01-01	Peru	Homo sapiens	
SAMN05916438	2012-01-01	Peru	Homo sapiens	
SAMN05916439	2012-01-01	Peru	Homo sapiens	
SAMN05916440	2012-01-01	Peru	Homo sapiens	
SAMN05916441	2012-01-01	Peru	Homo sapiens	
SAMN05916442	2012-01-01	Peru	Homo sapiens	
SAMN05916443	2012-01-01	Peru	Homo sapiens	
SAMN05916444	2012-01-01	Peru	Homo sapiens	
SAMN05916445	2012-01-01	Peru	Homo sapiens	
SAMN05916446	2012-01-01	Peru	Homo sapiens	
SAMN05916447	2012-01-01	Peru	Homo sapiens	
SAMN05916448	2012-01-01	Peru	Homo sapiens	
SAMN05916449	2012-01-01	Peru	Homo sapiens	
SAMN05916450	2012-01-01	Peru	Homo sapiens	
SAMN05916451	2012-01-01	Peru	Homo sapiens	
SAMN05916452	2012-01-01	Peru	Homo sapiens	
SAMN05916453	2012-01-01	Peru	Homo sapiens	
SAMN05916454	2012-01-01	Peru	Homo sapiens	
SAMN05916455	2012-01-01	Peru	Homo sapiens	
SAMN05916456	2012-01-01	Peru	Homo sapiens	
SAMN05916457	2012-01-01	Peru	Homo sapiens	
SAMN05916458	2012-01-01	Peru	Homo sapiens	
SAMN05916459	2012-01-01	Peru	Homo sapiens	
SAMN05916460	2012-01-01	Peru	Homo sapiens	
SAMN05918520	2012-01-01	Peru	Homo sapiens	
SAMN05918521	2012-01-01	Peru	Homo sapiens	
SAMN05918522	2012-01-01	Peru	Homo sapiens	
SAMN05918523	2012-01-01	Peru	Homo sapiens	
SAMN05918524	2012-01-01	Peru	Homo sapiens	
SAMN05918525	2012-01-01	Peru	Homo sapiens	
SAMN05918526	2012-01-01	Peru	Homo sapiens	
SAMN05918527	2012-01-01	Peru	Homo sapiens	
SAMN05918528	2012-01-01	Peru	Homo sapiens	
SAMN05918529	2012-01-01	Peru	Homo sapiens	
SAMN05918530	2012-01-01	Peru	Homo sapiens	
SAMN05918531	2012-01-01	Peru	Homo sapiens	
SAMN05918532	2012-01-01	Peru	Homo sapiens	
SAMN05918533	2012-01-01	Peru	Homo sapiens	
SAMN05918534	2012-01-01	Peru	Homo sapiens	
SAMN05918535	2012-01-01	Peru	Homo sapiens	
SAMN05918536	2012-01-01	Peru	Homo sapiens	
SAMN05918537	2012-01-01	Peru	Homo sapiens	
SAMN05918538	2012-01-01	Peru	Homo sapiens	
SAMN05918539	2012-01-01	Peru	Homo sapiens	
SAMN05918540	2012-01-01	Peru	Homo sapiens	
SAMN05918541	2012-01-01	Peru	Homo sapiens	
SAMN05918542	2012-01-01	Peru	Homo sapiens	
SAMN05918543	2012-01-01	Peru	Homo sapiens	
SAMN05918544	2012-01-01	Peru	Homo sapiens	
SAMN05918545	2012-01-01	Peru	Homo sapiens	
SAMN05918546	2012-01-01	Peru	Homo sapiens	
SAMN05918547	2012-01-01	Peru	Homo sapiens	
SAMN05918548	2012-01-01	Peru	Homo sapiens	
SAMN05918549	2012-01-01	Peru	Homo sapiens	
SAMN05918550	2012-01-01	Peru	Homo sapiens	
SAMN05918551	2012-01-01	Peru	Homo sapiens	
SAMN05918552	2012-01-01	Peru	Homo sapiens	
SAMN05918553	2012-01-01	Peru	Homo sapiens	
SAMN05918554	2012-01-01	Peru	Homo sapiens	
SAMN05918555	2012-01-01	Peru	Homo sapiens	
SAMN05918556	2012-01-01	Peru	Homo sapiens	
SAMN05918557	2012-01-01	Peru	Homo sapiens	
SAMN05918558	2012-01-01	Peru	Homo sapiens	
SAMN05918559	2012-01-01	Peru	Homo sapiens	
SAMN05918560	2012-01-01	Peru	Homo sapiens	
SAMN05918561	2012-01-01	Peru	Homo sapiens	
SAMN05918562	2012-01-01	Peru	Homo sapiens	
SAMN05918563	2012-01-01	Peru	Homo sapiens	
SAMN05918564	2012-01-01	Peru	Homo sapiens	
SAMN05918568	2012-01-01	Peru	Homo sapiens	
SAMN05918569	2012-01-01	Peru	Homo sapiens	
SAMN05918570	2012-01-01	Peru	Homo sapiens	
SAMN05918571	2012-01-01	Peru	Homo sapiens	
SAMN05918572	2012-01-01	Peru	Homo sapiens	
SAMN05918573	2012-01-01	Peru	Homo sapiens	
SAMN05918574	2012-01-01	Peru	Homo sapiens	
SAMN05918575	2012-01-01	Peru	Homo sapiens	
SAMN05918576	2012-01-01	Peru	Homo sapiens	
SAMN05918577	2012-01-01	Peru	Homo sapiens	
SAMN05918578	2012-01-01	Peru	Homo sapiens	
SAMN05918579	2012-01-01	Peru	Homo sapiens	
SAMN05918580	2012-01-01	Peru	Homo sapiens	
SAMN05918581	2012-01-01	Peru	Homo sapiens	
SAMN05918582	2012-01-01	Peru	Homo sapiens	
SAMN05918583	2012-01-01	Peru	Homo sapiens	
SAMN05918584	2012-01-01	Peru	Homo sapiens	
SAMN05918585	2012-01-01	Peru	Homo sapiens	
SAMN05918586	2012-01-01	Peru	Homo sapiens	
SAMN05918587	2012-01-01	Peru	Homo sapiens	
SAMN05918588	2012-01-01	Peru	Homo sapiens	
SAMN05918589	2012-01-01	Peru	Homo sapiens	
SAMN05918590	2012-01-01	Peru	Homo sapiens	
SAMN05918591	2012-01-01	Peru	Homo sapiens	
SAMN05918592	2012-01-01	Peru	Homo sapiens	
SAMN05918593	2012-01-01	Peru	Homo sapiens	
SAMN05918594	2012-01-01	Peru	Homo sapiens	
SAMN05918595	2012-01-01	Peru	Homo sapiens	
SAMN05918596	2012-01-01	Peru	Homo sapiens	
SAMN05918597	2012-01-01	Peru	Homo sapiens	
SAMN05918598	2012-01-01	Peru	Homo sapiens	
SAMN05918599	2012-01-01	Peru	Homo sapiens	
SAMN05918600	2012-01-01	Peru	Homo sapiens	
SAMN05918601	2012-01-01	Peru	Homo sapiens	
SAMN05918602	2012-01-01	Peru	Homo sapiens	
SAMN05918603	2012-01-01	Peru	Homo sapiens	
SAMN05918604	2012-01-01	Peru	Homo sapiens	
SAMN05918605	2012-01-01	Peru	Homo sapiens	
SAMN05918606	2012-01-01	Peru	Homo sapiens	
SAMN05918607	2012-01-01	Peru	Homo sapiens	
SAMN05918608	2012-01-01	Peru	Homo sapiens	
SAMN05918609	2012-01-01	Peru	Homo sapiens	
SAMN05918610	2012-01-01	Peru	Homo sapiens	
SAMN05918611	2012-01-01	Peru	Homo sapiens	
SAMN05918612	2012-01-01	Peru	Homo sapiens	
SAMN05918615	2012-01-01	Peru	Homo sapiens	
SAMN05918616	2012-01-01	Peru	Homo sapiens	
SAMN05918617	2012-01-01	Peru	Homo sapiens	
SAMN05918618	2012-01-01	Peru	Homo sapiens	
SAMN05918619	2012-01-01	Peru	Homo sapiens	
SAMN05918620	2012-01-01	Peru	Homo sapiens	
SAMN05918621	2012-01-01	Peru	Homo sapiens	
SAMN05918622	2012-01-01	Peru	Homo sapiens	
SAMN05918623	2012-01-01	Peru	Homo sapiens	
SAMN05918624	2012-01-01	Peru	Homo sapiens	
SAMN05918625	2012-01-01	Peru	Homo sapiens	
SAMN05918626	2012-01-01	Peru	Homo sapiens	
SAMN05918627	2012-01-01	Peru	Homo sapiens	
SAMN05918628	2012-01-01	Peru	Homo sapiens	
SAMN05918629	2012-01-01	Peru	Homo sapiens	
SAMN05918630	2012-01-01	Peru	Homo sapiens	
SAMN05918631	2012-01-01	Peru	Homo sapiens	
SAMN05918632	2012-01-01	Peru	Homo sapiens	
SAMN05918633	2012-01-01	Peru	Homo sapiens	
SAMN05918634	2012-01-01	Peru	Homo sapiens	
SAMN05918635	2012-01-01	Peru	Homo sapiens	
SAMN05918636	2012-01-01	Peru	Homo sapiens	
SAMN05918637	2012-01-01	Peru	Homo sapiens	
SAMN05918638	2012-01-01	Peru	Homo sapiens	
SAMN05918639	2012-01-01	Peru	Homo sapiens	
SAMN05918640	2012-01-01	Peru	Homo sapiens	
SAMN05918641	2012-01-01	Peru	Homo sapiens	
SAMN05918642	2012-01-01	Peru	Homo sapiens	
SAMN05918643	2012-01-01	Peru	Homo sapiens	
SAMN05918644	2012-01-01	Peru	Homo sapiens	
SAMN05918645	2012-01-01	Peru	Homo sapiens	
SAMN05918646	2012-01-01	Peru	Homo sapiens	
SAMN05918647	2012-01-01	Peru	Homo sapiens	
SAMN05918648	2012-01-01	Peru	Homo sapiens	
SAMN05918649	2012-01-01	Peru	Homo sapiens	
SAMN05918650	2012-01-01	Peru	Homo sapiens	
SAMN05918651	2012-01-01	Peru	Homo sapiens	
SAMN05918652	2012-01-01	Peru	Homo sapiens	
SAMN05918653	2012-01-01	Peru	Homo sapiens	
SAMN05918654	2012-01-01	Peru	Homo sapiens	
SAMN05918655	2012-01-01	Peru	Homo sapiens	
SAMN05918656	2012-01-01	Peru	Homo sapiens	
SAMN05918657	2012-01-01	Peru	Homo sapiens	
SAMN05918658	2012-01-01	Peru	Homo sapiens	
SAMN05918659	2012-01-01	Peru	Homo sapiens	
SAMN05918660	2012-01-01	Peru	Homo sapiens	
SAMN05918661	2012-01-01	Peru	Homo sapiens	
SAMN05918662	2012-01-01	Peru	Homo sapiens	
SAMN05918663	2012-01-01	Peru	Homo sapiens	
SAMN05918664	2012-01-01	Peru	Homo sapiens	
SAMN05918665	2012-01-01	Peru	Homo sapiens	
SAMN05918666	2012-01-01	Peru	Homo sapiens	
SAMN05918667	2012-01-01	Peru	Homo sapiens	
SAMN05918668	2012-01-01	Peru	Homo sapiens	
SAMN05918669	2012-01-01	Peru	Homo sapiens	
SAMN05918670	2012-01-01	Peru	Homo sapiens	
SAMN05918671	2012-01-01	Peru	Homo sapiens	
SAMN05918672	2012-01-01	Peru	Homo sapiens	
SAMN05918673	2012-01-01	Peru	Homo sapiens	
SAMN05918674	2012-01-01	Peru	Homo sapiens	
SAMN05918675	2012-01-01	Peru	Homo sapiens	
SAMN05918676	2012-01-01	Peru	Homo sapiens	
SAMN05918677	2012-01-01	Peru	Homo sapiens	
SAMN05918678	2012-01-01	Peru	Homo sapiens	
SAMN05918679	2012-01-01	Peru	Homo sapiens	
SAMN05918680	2012-01-01	Peru	Homo sapiens	
SAMN05918681	2012-01-01	Peru	Homo sapiens	
SAMN05918682	2012-01-01	Peru	Homo sapiens	
SAMN05918683	2012-01-01	Peru	Homo sapiens	
SAMN05918684	2012-01-01	Peru	Homo sapiens	
SAMN05918685	2012-01-01	Peru	Homo sapiens	
SAMN05918686	2012-01-01	Peru	Homo sapiens	
SAMN05918687	2012-01-01	Peru	Homo sapiens	
SAMN05918688	2012-01-01	Peru	Homo sapiens	
SAMN05918689	2012-01-01	Peru	Homo sapiens	
SAMN05918690	2012-01-01	Peru	Homo sapiens	
SAMN05918691	2012-01-01	Peru	Homo sapiens	
SAMN05918692	2012-01-01	Peru	Homo sapiens	
SAMN05918693	2012-01-01	Peru	Homo sapiens	
SAMN05918694	2012-01-01	Peru	Homo sapiens	
SAMN05918695	2012-01-01	Peru	Homo sapiens	
SAMN05918696	2012-01-01	Peru	Homo sapiens	
SAMN05918697	2012-01-01	Peru	Homo sapiens	
SAMN05918698	2012-01-01	Peru	Homo sapiens	
SAMN05918699	2012-01-01	Peru	Homo sapiens	
SAMN05918700	2012-01-01	Peru	Homo sapiens	
SAMN05918701	2012-01-01	Peru	Homo sapiens	
SAMN05918702	2012-01-01	Peru	Homo sapiens	
SAMN05918703	2012-01-01	Peru	Homo sapiens	
SAMN05918704	2012-01-01	Peru	Homo sapiens	
SAMN05918705	2012-01-01	Peru	Homo sapiens	
SAMN05918706	2012-01-01	Peru	Homo sapiens	
SAMN05918707	2012-01-01	Peru	Homo sapiens	
SAMN05918708	2012-01-01	Peru	Homo sapiens	
SAMN05918709	2012-01-01	Peru	Homo sapiens	
SAMN05918710	2012-01-01	Peru	Homo sapiens	
SAMN05918711	2012-01-01	Peru	Homo sapiens	
SAMN05918712	2012-01-01	Peru	Homo sapiens	
SAMN05918713	2012-01-01	Peru	Homo sapiens	
SAMN05918714	2012-01-01	Peru	Homo sapiens	
SAMN05918715	2012-01-01	Peru	Homo sapiens	
SAMN05918716	2012-01-01	Peru	Homo sapiens	
SAMN05918717	2012-01-01	Peru	Homo sapiens	
SAMN05918718	2012-01-01	Peru	Homo sapiens	
SAMN05918719	2012-01-01	Peru	Homo sapiens	
SAMN05918720	2012-01-01	Peru	Homo sapiens	
SAMN05918721	2012-01-01	Peru	Homo sapiens	
SAMN05918722	2012-01-01	Peru	Homo sapiens	
SAMN05918723	2012-01-01	Peru	Homo sapiens	
SAMN05918724	2012-01-01	Peru	Homo sapiens	
SAMN05918725	2012-01-01	Peru	Homo sapiens	
SAMN05918726	2012-01-01	Peru	Homo sapiens	
SAMN05918728	2012-01-01	Peru	Homo sapiens	
SAMN05918729	2012-01-01	Peru	Homo sapiens	
SAMN05918730	2012-01-01	Peru	Homo sapiens	
SAMN05918731	2012-01-01	Peru	Homo sapiens	
SAMN05918732	2012-01-01	Peru	Homo sapiens	
SAMN05918733	2012-01-01	Peru	Homo sapiens	
SAMN05918734	2012-01-01	Peru	Homo sapiens	
SAMN05918735	2012-01-01	Peru	Homo sapiens	
SAMN05918736	2012-01-01	Peru	Homo sapiens	
SAMN05918737	2012-01-01	Peru	Homo sapiens	
SAMN05918738	2012-01-01	Peru	Homo sapiens	
SAMN05918739	2012-01-01	Peru	Homo sapiens	
SAMN05918740	2012-01-01	Peru	Homo sapiens	
SAMN05918741	2012-01-01	Peru	Homo sapiens	
SAMN05918742	2012-01-01	Peru	Homo sapiens	
SAMN05918743	2012-01-01	Peru	Homo sapiens	
SAMN05918744	2012-01-01	Peru	Homo sapiens	
SAMN05918745	2012-01-01	Peru	Homo sapiens	
SAMN05918746	2012-01-01	Peru	Homo sapiens	
SAMN05918747	2012-01-01	Peru	Homo sapiens	
SAMN05918748	2012-01-01	Peru	Homo sapiens	
SAMN05918749	2012-01-01	Peru	Homo sapiens	
SAMN05918750	2012-01-01	Peru	Homo sapiens	
SAMN05918751	2012-01-01	Peru	Homo sapiens	
SAMN05918752	2012-01-01	Peru	Homo sapiens	
SAMN05918753	2012-01-01	Peru	Homo sapiens	
SAMN05918754	2012-01-01	Peru	Homo sapiens	
SAMN05918755	2012-01-01	Peru	Homo sapiens	
SAMN05918756	2012-01-01	Peru	Homo sapiens	
SAMN05918757	2012-01-01	Peru	Homo sapiens	
SAMN05918758	2012-01-01	Peru	Homo sapiens	
SAMN05918759	2012-01-01	Peru	Homo sapiens	
SAMN05918760	2012-01-01	Peru	Homo sapiens	
SAMN05918761	2012-01-01	Peru	Homo sapiens	
SAMN05918762	2012-01-01	Peru	Homo sapiens	
SAMN05918763	2012-01-01	Peru	Homo sapiens	
SAMN05918764	2012-01-01	Peru	Homo sapiens	
SAMN05918765	2012-01-01	Peru	Homo sapiens	
SAMN05918766	2012-01-01	Peru	Homo sapiens	
SAMN05918767	2012-01-01	Peru	Homo sapiens	
SAMN05918768	2012-01-01	Peru	Homo sapiens	
SAMN05918769	2012-01-01	Peru	Homo sapiens	
SAMN05918770	2012-01-01	Peru	Homo sapiens	
SAMN05918771	2012-01-01	Peru	Homo sapiens	
SAMN05918772	2012-01-01	Peru	Homo sapiens	
SAMN05918773	2012-01-01	Peru	Homo sapiens	
SAMN05918774	2012-01-01	Peru	Homo sapiens	
SAMN05918775	2012-01-01	Peru	Homo sapiens	
SAMN05918776	2012-01-01	Peru	Homo sapiens	
SAMN05918777	2012-01-01	Peru	Homo sapiens	
SAMN05918778	2012-01-01	Peru	Homo sapiens	
SAMN05918779	2012-01-01	Peru	Homo sapiens	
SAMN05918780	2012-01-01	Peru	Homo sapiens	
SAMN05918917	2012-01-01	Peru	Homo sapiens	
SAMN05918918	2012-01-01	Peru	Homo sapiens	
SAMN05918919	2012-01-01	Peru	Homo sapiens	
SAMN05918920	2012-01-01	Peru	Homo sapiens	
