BioSample	collection_date	country	host_species	drug_resistance
SAMEA1317665	2008/2014	South Africa	Homo sapiens	
SAMEA1317666	2008/2014	South Africa	Homo sapiens	
SAMEA1317667	2008/2014	South Africa	Homo sapiens	
SAMEA1317668	2008/2014	South Africa	Homo sapiens	
SAMEA1317669	2008/2014	South Africa	Homo sapiens	
SAMEA1317670	2008/2014	South Africa	Homo sapiens	
SAMEA1317671	2008/2014	South Africa	Homo sapiens	
SAMEA1317672	2008/2014	South Africa	Homo sapiens	
SAMEA1317673	2008/2014	South Africa	Homo sapiens	
SAMEA1317674	2008/2014	South Africa	Homo sapiens	
SAMEA1317675	2008/2014	South Africa	Homo sapiens	
SAMEA1317676	2008/2014	South Africa	Homo sapiens	
SAMEA1317677	2008/2014	South Africa	Homo sapiens	
SAMEA1317678	2008/2014	South Africa	Homo sapiens	
SAMEA13188682	2013-01-22	Madagascar	Homo sapiens	
SAMEA13188685	2015-03-23	Madagascar	Homo sapiens	
SAMEA13188688	2013-01-17	Madagascar	Homo sapiens	
SAMEA13188689	2017-02-02	Madagascar	Homo sapiens	
SAMEA13188715	2013-05-08	Madagascar	Homo sapiens	
SAMEA13188731	2016-04-21	Madagascar	Homo sapiens	
SAMEA1403548	2009	Russia	Homo sapiens	
SAMEA1403549	2009	Russia	Homo sapiens	
SAMEA1403550	2008	Russia	Homo sapiens	
SAMEA1403551	2009	Russia	Homo sapiens	
SAMEA1403552	2009	Russia	Homo sapiens	
SAMEA1403553	2009	Russia	Homo sapiens	
SAMEA1403554	2009	Russia	Homo sapiens	
SAMEA1403555	2009	Russia	Homo sapiens	
SAMEA1403556	2009	Russia	Homo sapiens	
SAMEA1403557	2009	Russia	Homo sapiens	
SAMEA1403558	2009	Russia	Homo sapiens	
SAMEA1403559	2009	Russia	Homo sapiens	
SAMEA1403560	2008	Russia	Homo sapiens	
SAMEA1403561	2009	Russia	Homo sapiens	
SAMEA1403562	2009	Russia	Homo sapiens	
SAMEA1403563	2009	Russia	Homo sapiens	
SAMEA1403564	2009	Russia	Homo sapiens	
SAMEA1403565	2009	Russia	Homo sapiens	
SAMEA1403566	2009	Russia	Homo sapiens	
SAMEA1403567	2008	Russia	Homo sapiens	
SAMEA1403568	2009	Russia	Homo sapiens	
SAMEA1403569	2009	Russia	Homo sapiens	
SAMEA1403570	2009	Russia	Homo sapiens	
SAMEA1403571	2009	Russia	Homo sapiens	
SAMEA1403572	2009	Russia	Homo sapiens	
SAMEA1403573	2008	Russia	Homo sapiens	
SAMEA1403574	2009	Russia	Homo sapiens	
SAMEA1403575	2009	Russia	Homo sapiens	
SAMEA1403576	2009	Russia	Homo sapiens	
SAMEA1403577	2008	Russia	Homo sapiens	
SAMEA1403578	2009	Russia	Homo sapiens	
SAMEA1403579	2009	Russia	Homo sapiens	
SAMEA1403580	2009	Russia	Homo sapiens	
SAMEA1403581	2009	Russia	Homo sapiens	
SAMEA1403582	2008	Russia	Homo sapiens	
SAMEA1403583	2009	Russia	Homo sapiens	
SAMEA1403584	2008	Russia	Homo sapiens	
SAMEA1403585	2009	Russia	Homo sapiens	
SAMEA1403586	2009	Russia	Homo sapiens	
SAMEA1403587	2009	Russia	Homo sapiens	
SAMEA1403588	2008	Russia	Homo sapiens	
SAMEA1403589	2009	Russia	Homo sapiens	
SAMEA1403590	2009	Russia	Homo sapiens	
SAMEA1403591	2008	Russia	Homo sapiens	
SAMEA1403592	2009	Russia	Homo sapiens	
SAMEA1403593	2009	Russia	Homo sapiens	
SAMEA1403594	2008	Russia	Homo sapiens	
SAMEA1403595	2009	Russia	Homo sapiens	
SAMEA1403596	2009	Russia	Homo sapiens	
SAMEA1403597	2008	Russia	Homo sapiens	
SAMEA1403598	2009	Russia	Homo sapiens	
SAMEA1403599	2009	Russia	Homo sapiens	
SAMEA1403600	2009	Russia	Homo sapiens	
SAMEA1403602	2009	Russia	Homo sapiens	
SAMEA1403603	2009	Russia	Homo sapiens	
SAMEA1403604	2008	Russia	Homo sapiens	
SAMEA1403605	2009	Russia	Homo sapiens	
SAMEA1403606	2009	Russia	Homo sapiens	
SAMEA1403607	2009	Russia	Homo sapiens	
SAMEA1403608	2008	Russia	Homo sapiens	
SAMEA1403609	2009	Russia	Homo sapiens	
SAMEA1403610	2009	Russia	Homo sapiens	
SAMEA1403611	2009	Russia	Homo sapiens	
SAMEA1403612	2009	Russia	Homo sapiens	
SAMEA1403613	2009	Russia	Homo sapiens	
SAMEA1403614	2009	Russia	Homo sapiens	
SAMEA1403615	2008	Russia	Homo sapiens	
SAMEA1403617	2009	Russia	Homo sapiens	
SAMEA1403618	2009	Russia	Homo sapiens	
SAMEA1403619	2009	Russia	Homo sapiens	
SAMEA1403620	2008	Russia	Homo sapiens	
SAMEA1403621	2009	Russia	Homo sapiens	
SAMEA1403622	2009	Russia	Homo sapiens	
SAMEA1403623	2009	Russia	Homo sapiens	
SAMEA1403624	2008	Russia	Homo sapiens	
SAMEA1403625	2008	Russia	Homo sapiens	
SAMEA1403626	2009	Russia	Homo sapiens	
SAMEA1403627	2009	Russia	Homo sapiens	
SAMEA1403628	2009	Russia	Homo sapiens	
SAMEA1403629	2008	Russia	Homo sapiens	
SAMEA1403630	2009	Russia	Homo sapiens	
SAMEA1403631	2009	Russia	Homo sapiens	
SAMEA1403632	2009	Russia	Homo sapiens	
SAMEA1403633	2009	Russia	Homo sapiens	
SAMEA1403635	2009	Russia	Homo sapiens	
SAMEA1403636	2009	Russia	Homo sapiens	
SAMEA1403637	2009	Russia	Homo sapiens	
SAMEA1403638	2009	Russia	Homo sapiens	
SAMEA1403640	2009	Russia	Homo sapiens	
SAMEA1403641	2008	Russia	Homo sapiens	
SAMEA1403642	2009	Russia	Homo sapiens	
SAMEA1403643	2008	Russia	Homo sapiens	
SAMEA1403644	2009	Russia	Homo sapiens	
SAMEA1403645	2009	Russia	Homo sapiens	
SAMEA1403646	2009	Russia	Homo sapiens	
SAMEA1403647	2009	Russia	Homo sapiens	
SAMEA1403648	2009	Russia	Homo sapiens	
SAMEA1403649	2008	Russia	Homo sapiens	
SAMEA1403651	2009	Russia	Homo sapiens	
SAMEA1403652	2009	Russia	Homo sapiens	
SAMEA1403653	2009	Russia	Homo sapiens	
SAMEA1403654	2009	Russia	Homo sapiens	
SAMEA1403655	2008	Russia	Homo sapiens	
SAMEA1403656	2009	Russia	Homo sapiens	
SAMEA1403657	2008	Russia	Homo sapiens	
SAMEA1403658	2009	Russia	Homo sapiens	
SAMEA1403659	2009	Russia	Homo sapiens	
SAMEA1403660	2009	Russia	Homo sapiens	
SAMEA1403661	2008	Russia	Homo sapiens	
SAMEA1403662	2009	Russia	Homo sapiens	
SAMEA1403664	2009	Russia	Homo sapiens	
SAMEA1403665	2009	Russia	Homo sapiens	
SAMEA1403666	2009	Russia	Homo sapiens	
SAMEA1403667	2009	Russia	Homo sapiens	
SAMEA1403668	2008	Russia	Homo sapiens	
SAMEA1403669	2009	Russia	Homo sapiens	
SAMEA1403670	2008	Russia	Homo sapiens	
SAMEA1403671	2009	Russia	Homo sapiens	
SAMEA1403672	2009	Russia	Homo sapiens	
SAMEA1403673	2009	Russia	Homo sapiens	
SAMEA1403675	2009	Russia	Homo sapiens	
SAMEA1403676	2008	Russia	Homo sapiens	
SAMEA1403677	2008	Russia	Homo sapiens	
SAMEA1403678	2009	Russia	Homo sapiens	
SAMEA1403679	2008	Russia	Homo sapiens	
SAMEA1403680	2009	Russia	Homo sapiens	
SAMEA1403681	2009	Russia	Homo sapiens	
SAMEA1403682	2008	Russia	Homo sapiens	
SAMEA1403683	2008	Russia	Homo sapiens	
SAMEA1403684	2009	Russia	Homo sapiens	
SAMEA1403685	2009	Russia	Homo sapiens	
SAMEA1403686	2008	Russia	Homo sapiens	
SAMEA1403687	2009	Russia	Homo sapiens	
SAMEA1403688	2009	Russia	Homo sapiens	
SAMEA1403689	2009	Russia	Homo sapiens	
SAMEA1403690	2008	Russia	Homo sapiens	
SAMEA1403691	2008	Russia	Homo sapiens	
SAMEA1403692	2008	Russia	Homo sapiens	
SAMEA1403693	2008	Russia	Homo sapiens	
SAMEA1403694	2008	Russia	Homo sapiens	
SAMEA1403695	2008	Russia	Homo sapiens	
SAMEA1403696	2009	Russia	Homo sapiens	
SAMEA1403697	2009	Russia	Homo sapiens	
SAMEA1403698	2009	Russia	Homo sapiens	
SAMEA1403699	2009	Russia	Homo sapiens	
SAMEA1403700	2009	Russia	Homo sapiens	
SAMEA1403701	2009	Russia	Homo sapiens	
SAMEA1403702	2009	Russia	Homo sapiens	
SAMEA1403703	2008	Russia	Homo sapiens	
SAMEA1403704	2009	Russia	Homo sapiens	
SAMEA1403705	2009	Russia	Homo sapiens	
SAMEA1403706	2009	Russia	Homo sapiens	
SAMEA1403707	2009	Russia	Homo sapiens	
SAMEA1403708	2009	Russia	Homo sapiens	
SAMEA1403709	2008	Russia	Homo sapiens	
SAMEA1403710	2009	Russia	Homo sapiens	
SAMEA1403711	2009	Russia	Homo sapiens	
SAMEA1403712	2009	Russia	Homo sapiens	
SAMEA1403713	2008	Russia	Homo sapiens	
SAMEA1403714	2009	Russia	Homo sapiens	
SAMEA1403715	2008	Russia	Homo sapiens	
SAMEA1403716	2008	Russia	Homo sapiens	
SAMEA1403717	2009	Russia	Homo sapiens	
SAMEA1403718	2009	Russia	Homo sapiens	
SAMEA1403719	2008	Russia	Homo sapiens	
SAMEA1403720	2009	Russia	Homo sapiens	
SAMEA1403721	2008	Russia	Homo sapiens	
SAMEA1403722	2009	Russia	Homo sapiens	
SAMEA1403723	2009	Russia	Homo sapiens	
SAMEA1403725	2009	Russia	Homo sapiens	
SAMEA1403726	2008	Russia	Homo sapiens	
SAMEA1403727	2009	Russia	Homo sapiens	
SAMEA1403728	2008	Russia	Homo sapiens	
SAMEA1403729	2009	Russia	Homo sapiens	
SAMEA1403730	2009	Russia	Homo sapiens	
SAMEA1403731	2008	Russia	Homo sapiens	
SAMEA1403732	2009	Russia	Homo sapiens	
SAMEA1403734	2009	Russia	Homo sapiens	
SAMEA1403735	2008	Russia	Homo sapiens	
SAMEA1403736	2009	Russia	Homo sapiens	
SAMEA1403737	2009	Russia	Homo sapiens	
SAMEA1403738	2009	Russia	Homo sapiens	
SAMEA1403739	2008	Russia	Homo sapiens	
SAMEA1403740	2009	Russia	Homo sapiens	
SAMEA1403741	2009	Russia	Homo sapiens	
SAMEA1403743	2008	Russia	Homo sapiens	
SAMEA1403744	2009	Russia	Homo sapiens	
SAMEA1403745	2009	Russia	Homo sapiens	
SAMEA1403746	2009	Russia	Homo sapiens	
SAMEA1403747	2009	Russia	Homo sapiens	
SAMEA1403748	2009	Russia	Homo sapiens	
SAMEA1403749	2009	Russia	Homo sapiens	
SAMEA1403750	2008	Russia	Homo sapiens	
SAMEA1403751	2009	Russia	Homo sapiens	
SAMEA1403752	2009	Russia	Homo sapiens	
SAMEA1403753	2009	Russia	Homo sapiens	
SAMEA1403754	2009	Russia	Homo sapiens	
SAMEA1403756	2009	Russia	Homo sapiens	
SAMEA1403757	2009	Russia	Homo sapiens	
SAMEA1403758	2009	Russia	Homo sapiens	
SAMEA1403759	2009	Russia	Homo sapiens	
SAMEA1403760	2009	Russia	Homo sapiens	
SAMEA1403761	2008	Russia	Homo sapiens	
SAMEA1403762	2009	Russia	Homo sapiens	
SAMEA1403763	2008	Russia	Homo sapiens	
SAMEA1403764	2009	Russia	Homo sapiens	
SAMEA1403765	2009	Russia	Homo sapiens	
SAMEA1403766	2009	Russia	Homo sapiens	
SAMEA1403767	2009	Russia	Homo sapiens	
SAMEA1403768	2009	Russia	Homo sapiens	
SAMEA1403769	2009	Russia	Homo sapiens	
SAMEA1403770	2009	Russia	Homo sapiens	
SAMEA1403771	2009	Russia	Homo sapiens	
SAMEA1403772	2009	Russia	Homo sapiens	
SAMEA1403773	2009	Russia	Homo sapiens	
SAMEA1403774	2009	Russia	Homo sapiens	
SAMEA1403775	2009	Russia	Homo sapiens	
SAMEA1403776	2009	Russia	Homo sapiens	
SAMEA1403777	2009	Russia	Homo sapiens	
SAMEA1403778	2009	Russia	Homo sapiens	
SAMEA1403779	2009	Russia	Homo sapiens	
SAMEA1403780	2009	Russia	Homo sapiens	
SAMEA1403781	2009	Russia	Homo sapiens	
SAMEA1403782	2009	Russia	Homo sapiens	
SAMEA1403783	2009	Russia	Homo sapiens	
SAMEA1403784	2009	Russia	Homo sapiens	
SAMEA1403785	2009	Russia	Homo sapiens	
SAMEA1403786	2009	Russia	Homo sapiens	
SAMEA1403787	2009	Russia	Homo sapiens	
SAMEA1403790	2009	Russia	Homo sapiens	
SAMEA1403791	2009	Russia	Homo sapiens	
SAMEA1403792	2008	Russia	Homo sapiens	
SAMEA1403793	2009	Russia	Homo sapiens	
SAMEA1403795	2009	Russia	Homo sapiens	
SAMEA1403796	2009	Russia	Homo sapiens	
SAMEA1403797	2008	Russia	Homo sapiens	
SAMEA1403798	2009	Russia	Homo sapiens	
SAMEA1403799	2009	Russia	Homo sapiens	
SAMEA1403800	2009	Russia	Homo sapiens	
SAMEA1403801	2009	Russia	Homo sapiens	
SAMEA1403803	2008	Russia	Homo sapiens	
SAMEA1403805	2009	Russia	Homo sapiens	
SAMEA1403806	2008	Russia	Homo sapiens	
SAMEA1403807	2009	Russia	Homo sapiens	
SAMEA1403808	2009	Russia	Homo sapiens	
SAMEA1403810	2009	Russia	Homo sapiens	
SAMEA1403811	2009	Russia	Homo sapiens	
SAMEA1403812	2009	Russia	Homo sapiens	
SAMEA1403813	2009	Russia	Homo sapiens	
SAMEA1403814	2009	Russia	Homo sapiens	
SAMEA1403815	2008	Russia	Homo sapiens	
SAMEA1403816	2008	Russia	Homo sapiens	
SAMEA1403817	2009	Russia	Homo sapiens	
SAMEA1403818	2009	Russia	Homo sapiens	
SAMEA1403819	2009	Russia	Homo sapiens	
SAMEA1403821	2009	Russia	Homo sapiens	
SAMEA1403822	2008	Russia	Homo sapiens	
SAMEA1403823	2009	Russia	Homo sapiens	
SAMEA1403824	2009	Russia	Homo sapiens	
SAMEA1403825	2009	Russia	Homo sapiens	
SAMEA1403826	2009	Russia	Homo sapiens	
SAMEA1403827	2008	Russia	Homo sapiens	
SAMEA1403828	2008	Russia	Homo sapiens	
SAMEA1403829	2009	Russia	Homo sapiens	
SAMEA1403830	2009	Russia	Homo sapiens	
SAMEA1403831	2009	Russia	Homo sapiens	
SAMEA1403832	2008	Russia	Homo sapiens	
SAMEA1403833	2008	Russia	Homo sapiens	
SAMEA1403834	2009	Russia	Homo sapiens	
SAMEA1403835	2009	Russia	Homo sapiens	
SAMEA1403836	2009	Russia	Homo sapiens	
SAMEA1403837	2008	Russia	Homo sapiens	
SAMEA1403838	2009	Russia	Homo sapiens	
SAMEA1403840	2009	Russia	Homo sapiens	
SAMEA1403841	2009	Russia	Homo sapiens	
SAMEA1403842	2008	Russia	Homo sapiens	
SAMEA1403843	2009	Russia	Homo sapiens	
SAMEA1403845	2008	Russia	Homo sapiens	
SAMEA1403847	2009	Russia	Homo sapiens	
SAMEA1403848	2008	Russia	Homo sapiens	
SAMEA1403849	2009	Russia	Homo sapiens	
SAMEA1403850	2009	Russia	Homo sapiens	
SAMEA1403851	2009	Russia	Homo sapiens	
SAMEA1403852	2008	Russia	Homo sapiens	
SAMEA1403853	2008	Russia	Homo sapiens	
SAMEA1403854	2009	Russia	Homo sapiens	
SAMEA1403855	2009	Russia	Homo sapiens	
SAMEA1403856	2009	Russia	Homo sapiens	
SAMEA1403857	2008	Russia	Homo sapiens	
SAMEA1403858	2009	Russia	Homo sapiens	
SAMEA1403859	2009	Russia	Homo sapiens	
SAMEA1403860	2009	Russia	Homo sapiens	
SAMEA1403861	2008	Russia	Homo sapiens	
SAMEA1403862	2009	Russia	Homo sapiens	
SAMEA1403863	2009	Russia	Homo sapiens	
SAMEA1403864	2009	Russia	Homo sapiens	
SAMEA1403865	2009	Russia	Homo sapiens	
SAMEA1403866	2008	Russia	Homo sapiens	
SAMEA1403867	2009	Russia	Homo sapiens	
SAMEA1403868	2008	Russia	Homo sapiens	
SAMEA1403869	2009	Russia	Homo sapiens	
SAMEA1403870	2009	Russia	Homo sapiens	
SAMEA1403871	2008	Russia	Homo sapiens	
SAMEA1403872	2009	Russia	Homo sapiens	
SAMEA1403873	2009	Russia	Homo sapiens	
SAMEA1403874	2008	Russia	Homo sapiens	
SAMEA1403876	2009	Russia	Homo sapiens	
SAMEA1403877	2009	Russia	Homo sapiens	
SAMEA1403878	2009	Russia	Homo sapiens	
SAMEA1403879	2009	Russia	Homo sapiens	
SAMEA1403880	2009	Russia	Homo sapiens	
SAMEA1403882	2009	Russia	Homo sapiens	
SAMEA1403883	2009	Russia	Homo sapiens	
SAMEA1403884	2008	Russia	Homo sapiens	
SAMEA1403885	2009	Russia	Homo sapiens	
SAMEA1403886	2009	Russia	Homo sapiens	
SAMEA1403887	2009	Russia	Homo sapiens	
SAMEA1403888	2009	Russia	Homo sapiens	
SAMEA1403890	2009	Russia	Homo sapiens	
SAMEA1403891	2009	Russia	Homo sapiens	
SAMEA1403892	2009	Russia	Homo sapiens	
SAMEA1403893	2009	Russia	Homo sapiens	
SAMEA1403894	2009	Russia	Homo sapiens	
SAMEA1403895	2009	Russia	Homo sapiens	
SAMEA1403896	2008	Russia	Homo sapiens	
SAMEA1403897	2008	Russia	Homo sapiens	
SAMEA1403898	2009	Russia	Homo sapiens	
SAMEA1403899	2009	Russia	Homo sapiens	
SAMEA1403900	2008	Russia	Homo sapiens	
SAMEA1403901	2009	Russia	Homo sapiens	
SAMEA1403902	2009	Russia	Homo sapiens	
SAMEA1403903	2009	Russia	Homo sapiens	
SAMEA1403904	2010	Russia	Homo sapiens	
SAMEA1403905	2009	Russia	Homo sapiens	
SAMEA1403906	2009	Russia	Homo sapiens	
SAMEA1403907	2009	Russia	Homo sapiens	
SAMEA1403908	2008	Russia	Homo sapiens	
SAMEA1403909	2009	Russia	Homo sapiens	
SAMEA1403910	2009	Russia	Homo sapiens	
SAMEA1403911	2009	Russia	Homo sapiens	
SAMEA1403912	2009	Russia	Homo sapiens	
SAMEA1403913	2008	Russia	Homo sapiens	
SAMEA1403914	2008	Russia	Homo sapiens	
SAMEA1403915	2009	Russia	Homo sapiens	
SAMEA1403916	2009	Russia	Homo sapiens	
SAMEA1403917	2009	Russia	Homo sapiens	
SAMEA1403918	2009	Russia	Homo sapiens	
SAMEA1403919	2009	Russia	Homo sapiens	
SAMEA1403920	2009	Russia	Homo sapiens	
SAMEA1403921	2009	Russia	Homo sapiens	
SAMEA1403922	2009	Russia	Homo sapiens	
SAMEA1403923	2009	Russia	Homo sapiens	
SAMEA1403924	2008	Russia	Homo sapiens	
SAMEA1403925	2008	Russia	Homo sapiens	
SAMEA1403927	2009	Russia	Homo sapiens	
SAMEA1403928	2008	Russia	Homo sapiens	
SAMEA1403929	2009	Russia	Homo sapiens	
SAMEA1403930	2008	Russia	Homo sapiens	
SAMEA1403931	2009	Russia	Homo sapiens	
SAMEA1403932	2009	Russia	Homo sapiens	
SAMEA1403933	2008	Russia	Homo sapiens	
SAMEA1403934	2009	Russia	Homo sapiens	
SAMEA1403935	2008	Russia	Homo sapiens	
SAMEA1403936	2008	Russia	Homo sapiens	
SAMEA1403937	2009	Russia	Homo sapiens	
SAMEA1403938	2009	Russia	Homo sapiens	
SAMEA1403939	2009	Russia	Homo sapiens	
SAMEA1403940	2009	Russia	Homo sapiens	
SAMEA1403941	2009	Russia	Homo sapiens	
SAMEA1403942	2009	Russia	Homo sapiens	
SAMEA1403943	2008	Russia	Homo sapiens	
SAMEA1403945	2009	Russia	Homo sapiens	
SAMEA1403948	2009	Russia	Homo sapiens	
SAMEA1403949	2009	Russia	Homo sapiens	
SAMEA1403950	2009	Russia	Homo sapiens	
SAMEA1403951	2009	Russia	Homo sapiens	
SAMEA1403952	2009	Russia	Homo sapiens	
SAMEA1403953	2009	Russia	Homo sapiens	
SAMEA1403954	2008	Russia	Homo sapiens	
SAMEA1403955	2009	Russia	Homo sapiens	
SAMEA1403956	2009	Russia	Homo sapiens	
SAMEA1403957	2009	Russia	Homo sapiens	
SAMEA1403958	2009	Russia	Homo sapiens	
SAMEA1403959	2009	Russia	Homo sapiens	
SAMEA1403960	2009	Russia	Homo sapiens	
SAMEA1403961	2009	Russia	Homo sapiens	
SAMEA1403962	2008	Russia	Homo sapiens	
SAMEA1403963	2009	Russia	Homo sapiens	
SAMEA1403964	2009	Russia	Homo sapiens	
SAMEA1403965	2008	Russia	Homo sapiens	
SAMEA1403966	2009	Russia	Homo sapiens	
SAMEA1403969	2009	Russia	Homo sapiens	
SAMEA1403970	2008	Russia	Homo sapiens	
SAMEA1403971	2008	Russia	Homo sapiens	
SAMEA1403972	2009	Russia	Homo sapiens	
SAMEA1403973	2009	Russia	Homo sapiens	
SAMEA1403974	2009	Russia	Homo sapiens	
SAMEA1403975	2008	Russia	Homo sapiens	
SAMEA1403976	2009	Russia	Homo sapiens	
SAMEA1403977	2009	Russia	Homo sapiens	
SAMEA1403978	2008	Russia	Homo sapiens	
SAMEA1403979	2008	Russia	Homo sapiens	
SAMEA1403980	2009	Russia	Homo sapiens	
SAMEA1403981	2008	Russia	Homo sapiens	
SAMEA1403982	2009	Russia	Homo sapiens	
SAMEA1403983	2009	Russia	Homo sapiens	
SAMEA1403984	2009	Russia	Homo sapiens	
SAMEA1403985	2009	Russia	Homo sapiens	
SAMEA1403986	2009	Russia	Homo sapiens	
SAMEA1403987	2009	Russia	Homo sapiens	
SAMEA1403988	2009	Russia	Homo sapiens	
SAMEA1403989	2009	Russia	Homo sapiens	
SAMEA1403990	2009	Russia	Homo sapiens	
SAMEA1403991	2009	Russia	Homo sapiens	
SAMEA1403992	2009	Russia	Homo sapiens	
SAMEA1403993	2008	Russia	Homo sapiens	
SAMEA1403995	2009	Russia	Homo sapiens	
SAMEA1403996	2008	Russia	Homo sapiens	
SAMEA1403997	2009	Russia	Homo sapiens	
SAMEA1403998	2009	Russia	Homo sapiens	
SAMEA1403999	2009	Russia	Homo sapiens	
SAMEA1404001	2009	Russia	Homo sapiens	
SAMEA1404002	2008	Russia	Homo sapiens	
SAMEA1404003	2009	Russia	Homo sapiens	
SAMEA1404004	2009	Russia	Homo sapiens	
SAMEA1404005	2009	Russia	Homo sapiens	
SAMEA1404006	2009	Russia	Homo sapiens	
SAMEA1404007	2008	Russia	Homo sapiens	
SAMEA1404008	2009	Russia	Homo sapiens	
SAMEA1404009	2009	Russia	Homo sapiens	
SAMEA1404010	2008	Russia	Homo sapiens	
SAMEA1404011	2009	Russia	Homo sapiens	
SAMEA1404012	2009	Russia	Homo sapiens	
SAMEA1404013	2008	Russia	Homo sapiens	
SAMEA1404014	2009	Russia	Homo sapiens	
SAMEA1404015	2009	Russia	Homo sapiens	
SAMEA1404016	2009	Russia	Homo sapiens	
SAMEA1404017	2009	Russia	Homo sapiens	
SAMEA1404018	2009	Russia	Homo sapiens	
SAMEA1404020	2009	Russia	Homo sapiens	
SAMEA1404021	2009	Russia	Homo sapiens	
SAMEA1404022	2009	Russia	Homo sapiens	
SAMEA1404023	2009	Russia	Homo sapiens	
SAMEA1404024	2009	Russia	Homo sapiens	
SAMEA1404025	2009	Russia	Homo sapiens	
SAMEA1404026	2008	Russia	Homo sapiens	
SAMEA1404027	2009	Russia	Homo sapiens	
SAMEA1404028	2009	Russia	Homo sapiens	
SAMEA1404029	2009	Russia	Homo sapiens	
SAMEA1404030	2009	Russia	Homo sapiens	
SAMEA1404031	2008	Russia	Homo sapiens	
SAMEA1404032	2009	Russia	Homo sapiens	
SAMEA1404033	2009	Russia	Homo sapiens	
SAMEA1404035	2009	Russia	Homo sapiens	
SAMEA1404036	2009	Russia	Homo sapiens	
SAMEA1404038	2008	Russia	Homo sapiens	
SAMEA1404039	2009	Russia	Homo sapiens	
SAMEA1404040	2008	Russia	Homo sapiens	
SAMEA1404041	2009	Russia	Homo sapiens	
SAMEA1404042	2008	Russia	Homo sapiens	
SAMEA1404043	2009	Russia	Homo sapiens	
SAMEA1404044	2009	Russia	Homo sapiens	
SAMEA1404045	2009	Russia	Homo sapiens	
SAMEA1404046	2008	Russia	Homo sapiens	
SAMEA1404047	2009	Russia	Homo sapiens	
SAMEA1404048	2009	Russia	Homo sapiens	
SAMEA1469485	2009	Russia	Homo sapiens	
SAMEA1469486	2009	Russia	Homo sapiens	
SAMEA1469487	2009	Russia	Homo sapiens	
SAMEA1469488	2009	Russia	Homo sapiens	
SAMEA1469489	2009	Russia	Homo sapiens	
SAMEA1469490	2009	Russia	Homo sapiens	
SAMEA1469491	2009	Russia	Homo sapiens	
SAMEA1469492	2009	Russia	Homo sapiens	
SAMEA1469493	2009	Russia	Homo sapiens	
SAMEA1469494	2009	Russia	Homo sapiens	
SAMEA1469495	2009	Russia	Homo sapiens	
SAMEA1469497	2008	Russia	Homo sapiens	
SAMEA1469498	2009	Russia	Homo sapiens	
SAMEA1469499	2009	Russia	Homo sapiens	
SAMEA1469500	2009	Russia	Homo sapiens	
SAMEA1469501	2008	Russia	Homo sapiens	
SAMEA1469502	2008	Russia	Homo sapiens	
SAMEA1469503	2008	Russia	Homo sapiens	
SAMEA1469504	2008	Russia	Homo sapiens	
SAMEA1469506	2009	Russia	Homo sapiens	
SAMEA1469507	2009	Russia	Homo sapiens	
SAMEA1469508	2009	Russia	Homo sapiens	
SAMEA1469509	2011	United Kingdom	Homo sapiens	
SAMEA1469510	2009	Russia	Homo sapiens	
SAMEA1469511	2011	United Kingdom	Homo sapiens	
SAMEA1469512	2005	United Kingdom	Homo sapiens	
SAMEA1469513	2009	Russia	Homo sapiens	
SAMEA1469514	2009	Russia	Homo sapiens	
SAMEA1469515	2009	Russia	Homo sapiens	
SAMEA1469516	2009	Russia	Homo sapiens	
SAMEA1469517	2011	United Kingdom	Homo sapiens	
SAMEA1469518	2011	United Kingdom	Homo sapiens	
SAMEA1469519	2011	United Kingdom	Homo sapiens	
SAMEA1469520	2009	Russia	Homo sapiens	
SAMEA1469521	2011	United Kingdom	Homo sapiens	
SAMEA1469522	2009	Russia	Homo sapiens	
SAMEA1469523	2011	United Kingdom	Homo sapiens	
SAMEA1469524	2009	Russia	Homo sapiens	
SAMEA1469525	2011	United Kingdom	Homo sapiens	
SAMEA1469526	2009	Russia	Homo sapiens	
SAMEA1469527	2011	United Kingdom	Homo sapiens	
SAMEA1469528	2009	Russia	Homo sapiens	
SAMEA1469529	2009	Russia	Homo sapiens	
SAMEA1469531	2011	United Kingdom	Homo sapiens	
SAMEA1469532	2009	Russia	Homo sapiens	
SAMEA1523352	2008/2014	Thailand	Homo sapiens	
SAMEA1523353	2008/2014	South Africa	Homo sapiens	
SAMEA1523354	2008/2014	South Africa	Homo sapiens	
SAMEA1523355	2008/2014	South Africa	Homo sapiens	
SAMEA1523356	2008/2014	South Africa	Homo sapiens	
SAMEA1523357	2008/2014	South Africa	Homo sapiens	
SAMEA1523358	2008/2014	Malaysia	Homo sapiens	
SAMEA1523359	2008/2014	Thailand	Homo sapiens	
SAMEA1523360	2008/2014	South Africa	Homo sapiens	
SAMEA1523361	2008/2014	South Africa	Homo sapiens	
SAMEA1523362	2008/2014	South Africa	Homo sapiens	
SAMEA1523363	2008/2014	Malaysia	Homo sapiens	
SAMEA1523364	2008/2014	South Africa	Homo sapiens	
SAMEA1523365	2008/2014	South Africa	Homo sapiens	
SAMEA1523366	2008/2014	Thailand	Homo sapiens	
SAMEA1523367	2008/2014	Thailand	Homo sapiens	
SAMEA1523369	2008/2014	South Africa	Homo sapiens	
SAMEA1523371	2008/2014	Malaysia	Homo sapiens	
SAMEA1523372	2008/2014	South Africa	Homo sapiens	
