BioSample	host_species
SAMN10697619	Homo sapiens
SAMN10697620	Homo sapiens
SAMN10697621	Homo sapiens
SAMN10697622	Homo sapiens
SAMN10697623	Homo sapiens
SAMN10697624	Homo sapiens
SAMN10697625	Homo sapiens
SAMN10697626	Homo sapiens
SAMN10697627	Homo sapiens
SAMN10697628	Homo sapiens
SAMN10697629	Homo sapiens
SAMN10697630	Homo sapiens
SAMN10697631	Homo sapiens
SAMN10697632	Homo sapiens
SAMN10697633	Homo sapiens
SAMN10697634	Homo sapiens
SAMN10697635	Homo sapiens
SAMN10697636	Homo sapiens
SAMN10697637	Homo sapiens
SAMN10697638	Homo sapiens
SAMN10697639	Homo sapiens
SAMN10697640	Homo sapiens
SAMN10697642	Homo sapiens
SAMN10697643	Homo sapiens
SAMN10697644	Homo sapiens
SAMN10697645	Homo sapiens
SAMN10697646	Homo sapiens
SAMN10697647	Homo sapiens
SAMN10697648	Homo sapiens
SAMN10697649	Homo sapiens
SAMN10697650	Homo sapiens
SAMN10697651	Homo sapiens
SAMN10697652	Homo sapiens
SAMN10697653	Homo sapiens
SAMN10697654	Homo sapiens
SAMN10697655	Homo sapiens
SAMN10697656	Homo sapiens
SAMN10697657	Homo sapiens
SAMN10697658	Homo sapiens
SAMN10697659	Homo sapiens
SAMN10697660	Homo sapiens
SAMN10697661	Homo sapiens
SAMN10697662	Homo sapiens
SAMN10697663	Homo sapiens
SAMN10697664	Homo sapiens
SAMN10697665	Homo sapiens
SAMN10697666	Homo sapiens
SAMN10697667	Homo sapiens
SAMN10697668	Homo sapiens
SAMN10697669	Homo sapiens
SAMN10697670	Homo sapiens
SAMN10697671	Homo sapiens
SAMN10697672	Homo sapiens
SAMN10697673	Homo sapiens
SAMN10697674	Homo sapiens
SAMN10697675	Homo sapiens
SAMN10697676	Homo sapiens
SAMN10697677	Homo sapiens
SAMN10697678	Homo sapiens
SAMN10697679	Homo sapiens
SAMN10697680	Homo sapiens
SAMN10697681	Homo sapiens
SAMN10697682	Homo sapiens
SAMN10697683	Homo sapiens
SAMN10697684	Homo sapiens
SAMN10697685	Homo sapiens
SAMN10697686	Homo sapiens
SAMN10697687	Homo sapiens
SAMN10697688	Homo sapiens
SAMN10697689	Homo sapiens
SAMN10697690	Homo sapiens
SAMN10697691	Homo sapiens
SAMN10697692	Homo sapiens
SAMN10697693	Homo sapiens
SAMN10697694	Homo sapiens
SAMN10697695	Homo sapiens
SAMN10697696	Homo sapiens
SAMN10697697	Homo sapiens
SAMN10697698	Homo sapiens
SAMN10697699	Homo sapiens
SAMN10697700	Homo sapiens
SAMN10697701	Homo sapiens
SAMN10697702	Homo sapiens
SAMN10697703	Homo sapiens
SAMN10697704	Homo sapiens
SAMN10697705	Homo sapiens
SAMN10697706	Homo sapiens
SAMN10697707	Homo sapiens
SAMN10697708	Homo sapiens
SAMN10697709	Homo sapiens
SAMN10697710	Homo sapiens
SAMN10697711	Homo sapiens
SAMN10697712	Homo sapiens
SAMN10697713	Homo sapiens
SAMN10697714	Homo sapiens
SAMN10697715	Homo sapiens
SAMN10697716	Homo sapiens
SAMN10697717	Homo sapiens
SAMN10697718	Homo sapiens
SAMN10697719	Homo sapiens
SAMN10697720	Homo sapiens
SAMN10697721	Homo sapiens
SAMN10697722	Homo sapiens
SAMN10697723	Homo sapiens
SAMN10697724	Homo sapiens
SAMN10697725	Homo sapiens
SAMN10697726	Homo sapiens
SAMN10697727	Homo sapiens
SAMN10697728	Homo sapiens
SAMN10697729	Homo sapiens
SAMN10697730	Homo sapiens
SAMN10697731	Homo sapiens
SAMN10697732	Homo sapiens
SAMN10697733	Homo sapiens
SAMN10697734	Homo sapiens
SAMN10697735	Homo sapiens
SAMN10697736	Homo sapiens
SAMN10697737	Homo sapiens
SAMN10697738	Homo sapiens
SAMN10697739	Homo sapiens
SAMN10697740	Homo sapiens
SAMN10697741	Homo sapiens
SAMN10697742	Homo sapiens
SAMN10697743	Homo sapiens
SAMN10697744	Homo sapiens
SAMN10697745	Homo sapiens
SAMN10697746	Homo sapiens
SAMN10697747	Homo sapiens
SAMN10697748	Homo sapiens
SAMN10697749	Homo sapiens
SAMN10697750	Homo sapiens
SAMN10697751	Homo sapiens
SAMN10697752	Homo sapiens
SAMN10697753	Homo sapiens
SAMN10697754	Homo sapiens
SAMN10697755	Homo sapiens
SAMN10697756	Homo sapiens
SAMN10697757	Homo sapiens
SAMN10697758	Homo sapiens
SAMN10697759	Homo sapiens
SAMN10697760	Homo sapiens
SAMN10697761	Homo sapiens
SAMN10697762	Homo sapiens
SAMN10697763	Homo sapiens
SAMN10697764	Homo sapiens
SAMN10697765	Homo sapiens
SAMN10697766	Homo sapiens
SAMN10697767	Homo sapiens
SAMN10697768	Homo sapiens
SAMN10697769	Homo sapiens
SAMN10697770	Homo sapiens
SAMN10697771	Homo sapiens
SAMN10697772	Homo sapiens
SAMN10697773	Homo sapiens
SAMN10697774	Homo sapiens
SAMN10697775	Homo sapiens
SAMN10697776	Homo sapiens
SAMN10697777	Homo sapiens
SAMN10697778	Homo sapiens
SAMN10697779	Homo sapiens
SAMN10697780	Homo sapiens
SAMN10697781	Homo sapiens
SAMN10697782	Homo sapiens
SAMN10697783	Homo sapiens
SAMN10697784	Homo sapiens
SAMN10697785	Homo sapiens
SAMN10697786	Homo sapiens
SAMN10697787	Homo sapiens
SAMN10697788	Homo sapiens
SAMN10697789	Homo sapiens
SAMN10697790	Homo sapiens
SAMN10697791	Homo sapiens
SAMN10697792	Homo sapiens
SAMN10697793	Homo sapiens
SAMN10697794	Homo sapiens
SAMN10697795	Homo sapiens
SAMN10697796	Homo sapiens
SAMN10697797	Homo sapiens
SAMN10697798	Homo sapiens
SAMN10697799	Homo sapiens
SAMN10697800	Homo sapiens
SAMN10697801	Homo sapiens
SAMN10697802	Homo sapiens
SAMN10697803	Homo sapiens
SAMN10697804	Homo sapiens
SAMN10697805	Homo sapiens
SAMN10697806	Homo sapiens
SAMN10697807	Homo sapiens
SAMN10697808	Homo sapiens
SAMN10697809	Homo sapiens
SAMN10697810	Homo sapiens
SAMN10697811	Homo sapiens
SAMN10697812	Homo sapiens
SAMN10697813	Homo sapiens
SAMN10697814	Homo sapiens
SAMN10697815	Homo sapiens
SAMN10697816	Homo sapiens
SAMN10697817	Homo sapiens
SAMN10697818	Homo sapiens
SAMN10697819	Homo sapiens
SAMN10697820	Homo sapiens
SAMN10697821	Homo sapiens
SAMN10697822	Homo sapiens
SAMN10697823	Homo sapiens
SAMN10697824	Homo sapiens
SAMN10697825	Homo sapiens
SAMN10697826	Homo sapiens
SAMN10697827	Homo sapiens
SAMN10697828	Homo sapiens
SAMN10697829	Homo sapiens
SAMN10697830	Homo sapiens
SAMN10697831	Homo sapiens
SAMN10697832	Homo sapiens
SAMN10697833	Homo sapiens
SAMN10697834	Homo sapiens
SAMN10697835	Homo sapiens
SAMN10697836	Homo sapiens
SAMN10697837	Homo sapiens
SAMN10697838	Homo sapiens
SAMN10697839	Homo sapiens
SAMN10697840	Homo sapiens
SAMN10697841	Homo sapiens
SAMN10697842	Homo sapiens
SAMN10697843	Homo sapiens
SAMN10697844	Homo sapiens
SAMN10697845	Homo sapiens
SAMN10697846	Homo sapiens
SAMN10697847	Homo sapiens
SAMN10697848	Homo sapiens
SAMN10697849	Homo sapiens
SAMN10697850	Homo sapiens
SAMN10697851	Homo sapiens
SAMN10697852	Homo sapiens
SAMN10697853	Homo sapiens
SAMN10697854	Homo sapiens
SAMN10697855	Homo sapiens
SAMN10697856	Homo sapiens
SAMN10697857	Homo sapiens
SAMN10697858	Homo sapiens
SAMN10697859	Homo sapiens
SAMN10697860	Homo sapiens
SAMN10697861	Homo sapiens
SAMN10697862	Homo sapiens
SAMN10697863	Homo sapiens
SAMN10697864	Homo sapiens
SAMN10697865	Homo sapiens
SAMN10697866	Homo sapiens
SAMN10697867	Homo sapiens
SAMN10697868	Homo sapiens
SAMN10697869	Homo sapiens
SAMN10697870	Homo sapiens
SAMN10697871	Homo sapiens
SAMN10697872	Homo sapiens
SAMN10697873	Homo sapiens
SAMN10697874	Homo sapiens
SAMN10697875	Homo sapiens
SAMN10697876	Homo sapiens
SAMN10697877	Homo sapiens
SAMN10697878	Homo sapiens
SAMN10697879	Homo sapiens
SAMN10697880	Homo sapiens
SAMN10697881	Homo sapiens
SAMN10697882	Homo sapiens
SAMN10697883	Homo sapiens
SAMN10697884	Homo sapiens
SAMN10697885	Homo sapiens
SAMN10697886	Homo sapiens
SAMN10697887	Homo sapiens
SAMN10697888	Homo sapiens
SAMN10697889	Homo sapiens
SAMN10697890	Homo sapiens
SAMN10697891	Homo sapiens
SAMN10697892	Homo sapiens
SAMN10697893	Homo sapiens
SAMN10697894	Homo sapiens
SAMN10697895	Homo sapiens
SAMN11056472	Homo sapiens
SAMN11523165	Homo sapiens
SAMN11554257	Homo sapiens
SAMN11554259	Homo sapiens
SAMN11554260	Homo sapiens
SAMN11554261	Homo sapiens
SAMN11554262	Homo sapiens
SAMN11619167	Homo sapiens
SAMN11619168	Homo sapiens
SAMN11619169	Homo sapiens
SAMN11619170	Homo sapiens
SAMN11619171	Homo sapiens
SAMN11619172	Homo sapiens
SAMN11619173	Homo sapiens
SAMN11619174	Homo sapiens
SAMN11619175	Homo sapiens
SAMN11619176	Homo sapiens
SAMN11619177	Homo sapiens
SAMN11619178	Homo sapiens
SAMN11619179	Homo sapiens
SAMN11619180	Homo sapiens
SAMN11619181	Homo sapiens
SAMN11620726	Homo sapiens
SAMN11620747	Homo sapiens
SAMN11620770	Homo sapiens
SAMN11620795	Homo sapiens
SAMN11620796	Homo sapiens
SAMN11620797	Homo sapiens
SAMN11620807	Homo sapiens
SAMN11620808	Homo sapiens
SAMN11620809	Homo sapiens
SAMN11620810	Homo sapiens
SAMN11620847	Homo sapiens
SAMN11620937	Homo sapiens
SAMN11954087	Tapirus terrestris
SAMN12126281	Homo sapiens
SAMN12216145	Homo sapiens
SAMN12325189	Homo sapiens
SAMN12325190	Homo sapiens
SAMN12325191	Homo sapiens
SAMN12325192	Homo sapiens
SAMN12325193	Homo sapiens
SAMN12325194	Homo sapiens
SAMN12325195	Homo sapiens
SAMN12325196	Homo sapiens
SAMN12325197	Homo sapiens
SAMN12325198	Homo sapiens
SAMN12325199	Homo sapiens
SAMN12325200	Homo sapiens
SAMN12325201	Homo sapiens
SAMN12325202	Homo sapiens
SAMN12325203	Homo sapiens
SAMN12325204	Homo sapiens
SAMN12325205	Homo sapiens
SAMN12325206	Homo sapiens
SAMN12325207	Homo sapiens
SAMN12325208	Homo sapiens
SAMN12325209	Homo sapiens
SAMN12325210	Homo sapiens
SAMN12325211	Homo sapiens
SAMN12325212	Homo sapiens
SAMN12325213	Homo sapiens
SAMN12325214	Homo sapiens
SAMN12325215	Homo sapiens
SAMN12325216	Homo sapiens
SAMN12325217	Homo sapiens
SAMN12325218	Homo sapiens
SAMN12325219	Homo sapiens
SAMN12325220	Homo sapiens
SAMN12325221	Homo sapiens
SAMN12325222	Homo sapiens
SAMN12325223	Homo sapiens
SAMN12325224	Homo sapiens
SAMN12325225	Homo sapiens
SAMN12325226	Homo sapiens
SAMN12325227	Homo sapiens
SAMN12325228	Homo sapiens
SAMN12325229	Homo sapiens
SAMN12325230	Homo sapiens
SAMN12325231	Homo sapiens
SAMN12325232	Homo sapiens
SAMN12325233	Homo sapiens
SAMN12325234	Homo sapiens
SAMN12325235	Homo sapiens
SAMN12325236	Homo sapiens
SAMN12325237	Homo sapiens
SAMN12325238	Homo sapiens
SAMN12325239	Homo sapiens
SAMN12325240	Homo sapiens
SAMN12325241	Homo sapiens
SAMN12325242	Homo sapiens
SAMN12325243	Homo sapiens
SAMN12325244	Homo sapiens
SAMN12325245	Homo sapiens
SAMN12325246	Homo sapiens
SAMN12325247	Homo sapiens
SAMN12325248	Homo sapiens
SAMN12325249	Homo sapiens
SAMN12325250	Homo sapiens
SAMN12325251	Homo sapiens
SAMN12325252	Homo sapiens
SAMN12325253	Homo sapiens
SAMN12325254	Homo sapiens
SAMN12325255	Homo sapiens
SAMN12325256	Homo sapiens
SAMN12325257	Homo sapiens
SAMN12325258	Homo sapiens
SAMN12325259	Homo sapiens
SAMN12325260	Homo sapiens
SAMN12325261	Homo sapiens
SAMN12325262	Homo sapiens
SAMN12325263	Homo sapiens
SAMN12325264	Homo sapiens
SAMN12325265	Homo sapiens
SAMN12325266	Homo sapiens
SAMN12325267	Homo sapiens
SAMN12325268	Homo sapiens
SAMN12325269	Homo sapiens
SAMN12325270	Homo sapiens
SAMN12325271	Homo sapiens
SAMN12325272	Homo sapiens
SAMN12325273	Homo sapiens
SAMN12325274	Homo sapiens
SAMN12325275	Homo sapiens
SAMN12325276	Homo sapiens
SAMN12325277	Homo sapiens
SAMN12325278	Homo sapiens
SAMN12325279	Homo sapiens
SAMN12325280	Homo sapiens
SAMN12388335	Hydrochoerus hydrochaeris
SAMN12388336	Lama glama
SAMN12429790	Homo sapiens
SAMN12429791	Homo sapiens
SAMN12429792	Homo sapiens
SAMN12429793	Homo sapiens
SAMN12429794	Homo sapiens
SAMN12429795	Homo sapiens
SAMN12429796	Homo sapiens
SAMN12429797	Homo sapiens
SAMN12429798	Homo sapiens
SAMN12429799	Homo sapiens
SAMN12429800	Homo sapiens
SAMN12429801	Homo sapiens
SAMN12429802	Homo sapiens
SAMN12429803	Homo sapiens
SAMN12429804	Homo sapiens
SAMN12429805	Homo sapiens
SAMN12429806	Homo sapiens
SAMN12429807	Homo sapiens
SAMN12429808	Homo sapiens
SAMN12429809	Homo sapiens
SAMN12429810	Homo sapiens
SAMN12429811	Homo sapiens
SAMN12429812	Homo sapiens
SAMN12429813	Homo sapiens
SAMN12429814	Homo sapiens
SAMN12429815	Homo sapiens
SAMN12429816	Homo sapiens
SAMN12429817	Homo sapiens
SAMN12429818	Homo sapiens
SAMN12429819	Homo sapiens
SAMN12429820	Homo sapiens
SAMN12429821	Homo sapiens
SAMN12429822	Homo sapiens
SAMN12429823	Homo sapiens
SAMN12429824	Homo sapiens
SAMN12429825	Homo sapiens
SAMN12429826	Homo sapiens
SAMN12429827	Homo sapiens
SAMN12429828	Homo sapiens
SAMN12429829	Homo sapiens
SAMN12537184	Homo sapiens
SAMN12537185	Homo sapiens
SAMN12537186	Homo sapiens
SAMN12537187	Homo sapiens
SAMN12537188	Homo sapiens
SAMN12726462	Homo sapiens
SAMN12785870	Homo sapiens
SAMN12816907	Homo sapiens
SAMN12877714	Homo sapiens
SAMN12878103	Homo sapiens
SAMN12878104	Homo sapiens
SAMN12878105	Homo sapiens
SAMN12878106	Homo sapiens
SAMN12878107	Homo sapiens
SAMN12878108	Homo sapiens
SAMN12878111	Homo sapiens
SAMN12911364	Homo sapiens
SAMN13191639	Homo sapiens
SAMN13219581	Homo sapiens
SAMN13556300	Homo sapiens
SAMN13736268	Homo sapiens
SAMN14053477	Homo sapiens
SAMN14053478	Homo sapiens
SAMN14299286	Homo sapiens
SAMN14299287	Homo sapiens
SAMN14598146	Homo sapiens
SAMN15348336	Homo sapiens
SAMN15753983	Homo sapiens
SAMN15832760	Homo sapiens
SAMN15850497	Homo sapiens
SAMN15963001	Homo sapiens
SAMN16406462	Homo sapiens
SAMN16406463	Homo sapiens
SAMN16406464	Homo sapiens
SAMN16406465	Homo sapiens
SAMN16406466	Homo sapiens
SAMN16406467	Homo sapiens
SAMN16406468	Homo sapiens
SAMN16406469	Homo sapiens
SAMN16406470	Homo sapiens
SAMN16406471	Homo sapiens
SAMN16406472	Homo sapiens
SAMN16406473	Homo sapiens
SAMN16406474	Homo sapiens
SAMN16406475	Homo sapiens
SAMN16406476	Homo sapiens
SAMN16406477	Homo sapiens
SAMN16406478	Homo sapiens
SAMN16406479	Homo sapiens
SAMN16624766	Homo sapiens
SAMN16624767	Homo sapiens
SAMN16624768	Homo sapiens
SAMN16624769	Homo sapiens
SAMN16624770	Homo sapiens
SAMN16624771	Homo sapiens
SAMN16624772	Homo sapiens
SAMN16624773	Homo sapiens
SAMN16624774	Homo sapiens
SAMN16624775	Homo sapiens
SAMN16808033	Homo sapiens
SAMN16808034	Homo sapiens
SAMN16808035	Homo sapiens
SAMN16808036	Homo sapiens
SAMN16808037	Homo sapiens
SAMN16808038	Homo sapiens
SAMN16808039	Homo sapiens
SAMN16808040	Homo sapiens
SAMN16808041	Homo sapiens
SAMN16808042	Homo sapiens
SAMN16808043	Homo sapiens
SAMN16808044	Homo sapiens
SAMN16808045	Homo sapiens
SAMN16808046	Homo sapiens
SAMN16808047	Homo sapiens
SAMN16808048	Homo sapiens
SAMN16808049	Homo sapiens
SAMN16808050	Homo sapiens
SAMN16808051	Homo sapiens
SAMN16808052	Homo sapiens
SAMN16808053	Homo sapiens
SAMN16808054	Homo sapiens
SAMN16808055	Homo sapiens
SAMN16808056	Homo sapiens
SAMN16808057	Homo sapiens
SAMN16808058	Homo sapiens
SAMN16808059	Homo sapiens
SAMN16808060	Homo sapiens
SAMN16808061	Homo sapiens
SAMN16808062	Homo sapiens
SAMN16808063	Homo sapiens
SAMN16808064	Homo sapiens
SAMN16808065	Homo sapiens
SAMN16808066	Homo sapiens
SAMN16808067	Homo sapiens
SAMN16808068	Homo sapiens
SAMN16808069	Homo sapiens
SAMN16808070	Homo sapiens
SAMN16808071	Homo sapiens
SAMN16808072	Homo sapiens
SAMN16808073	Homo sapiens
SAMN16808074	Homo sapiens
SAMN16808075	Homo sapiens
SAMN16808076	Homo sapiens
SAMN16808077	Homo sapiens
SAMN16808078	Homo sapiens
SAMN16808079	Homo sapiens
SAMN16808080	Homo sapiens
SAMN16808081	Homo sapiens
SAMN16808082	Homo sapiens
SAMN16808083	Homo sapiens
SAMN16808084	Homo sapiens
SAMN16808085	Homo sapiens
SAMN16808086	Homo sapiens
SAMN16808087	Homo sapiens
SAMN16808088	Homo sapiens
SAMN17832565	Homo sapiens
SAMN18056856	Homo sapiens
SAMN18056929	Homo sapiens
SAMN18264920	Bos taurus
SAMN18264921	Bos taurus
SAMN18478719	Homo sapiens
SAMN18478723	Homo sapiens
SAMN18478725	Homo sapiens
SAMN18478726	Homo sapiens
SAMN18478735	Homo sapiens
SAMN18478737	Homo sapiens
SAMN18478738	Homo sapiens
SAMN18478739	Homo sapiens
SAMN18572639	Homo sapiens
SAMN18576178	Homo sapiens
SAMN18614372	Homo sapiens
SAMN18928235	Homo sapiens
SAMN19110219	Loxodonta
SAMN19110220	Loxodonta
SAMN19129632	Elephas maximus
SAMN19129633	Elephas maximus
SAMN19960505	Homo sapiens
SAMN20355888	Homo sapiens
SAMN20355891	Homo sapiens
SAMN20355905	Homo sapiens
SAMN20600143	Homo sapiens
SAMN20600144	Homo sapiens
SAMN20600146	Homo sapiens
SAMN20600150	Homo sapiens
SAMN20600152	Homo sapiens
SAMN20600154	Homo sapiens
SAMN20600155	Homo sapiens
SAMN20600163	Homo sapiens
SAMN21018175	Bos taurus
SAMN21018176	Bos taurus
SAMN21018177	Bos taurus
SAMN21018178	Bos taurus
SAMN21194396	Homo sapiens
SAMN21558691	Homo sapiens
SAMN21593408	Homo sapiens
SAMN21593409	Homo sapiens
SAMN21593410	Homo sapiens
SAMN21593411	Homo sapiens
SAMN21593412	Homo sapiens
SAMN21593413	Homo sapiens
SAMN21593414	Homo sapiens
SAMN21593415	Homo sapiens
SAMN21593416	Homo sapiens
SAMN21593417	Homo sapiens
SAMN21593418	Homo sapiens
SAMN21593419	Homo sapiens
SAMN21593420	Homo sapiens
SAMN21593421	Homo sapiens
SAMN21593422	Homo sapiens
SAMN21593423	Homo sapiens
SAMN21593424	Homo sapiens
SAMN21593425	Homo sapiens
SAMN21593426	Homo sapiens
SAMN21593427	Homo sapiens
SAMN21593428	Homo sapiens
SAMN21593429	Homo sapiens
SAMN21593430	Homo sapiens
SAMN21593431	Homo sapiens
SAMN21593432	Homo sapiens
SAMN21593433	Homo sapiens
SAMN21593434	Homo sapiens
SAMN21593435	Homo sapiens
SAMN21593436	Homo sapiens
SAMN21593437	Homo sapiens
SAMN21593438	Homo sapiens
SAMN21593439	Homo sapiens
SAMN21593440	Homo sapiens
SAMN21593441	Homo sapiens
SAMN21593442	Homo sapiens
SAMN21593443	Homo sapiens
SAMN21593444	Homo sapiens
SAMN21593445	Homo sapiens
SAMN21593446	Homo sapiens
SAMN21593447	Homo sapiens
SAMN21593448	Homo sapiens
SAMN21593449	Homo sapiens
SAMN21593450	Homo sapiens
SAMN21593451	Homo sapiens
SAMN21593452	Homo sapiens
SAMN21593453	Homo sapiens
SAMN21593454	Homo sapiens
SAMN21593455	Homo sapiens
SAMN21593456	Homo sapiens
SAMN21593457	Homo sapiens
SAMN21593458	Homo sapiens
SAMN21593459	Homo sapiens
SAMN21593460	Homo sapiens
SAMN21593461	Homo sapiens
SAMN21593462	Homo sapiens
SAMN21593463	Homo sapiens
SAMN21593464	Homo sapiens
SAMN21593465	Homo sapiens
SAMN21593466	Homo sapiens
SAMN21593467	Homo sapiens
SAMN21593468	Homo sapiens
SAMN21593469	Homo sapiens
SAMN21593470	Homo sapiens
SAMN21593471	Homo sapiens
SAMN21593472	Homo sapiens
SAMN21593473	Homo sapiens
SAMN21593474	Homo sapiens
SAMN21593475	Homo sapiens
SAMN21593476	Homo sapiens
SAMN21593477	Homo sapiens
SAMN21593478	Homo sapiens
SAMN21593479	Homo sapiens
SAMN21593480	Homo sapiens
SAMN21593481	Homo sapiens
SAMN21593482	Homo sapiens
SAMN21593483	Homo sapiens
SAMN21593484	Homo sapiens
SAMN22322590	Homo sapiens
SAMN23441947	Homo sapiens
SAMN23482338	Mice
SAMN27028218	Homo sapiens
SAMN27028219	Homo sapiens
SAMN27028220	Homo sapiens
SAMN27028221	Homo sapiens
