BioSample	host_species
SAMN02360604	Homo sapiens
SAMN02360605	Homo sapiens
SAMN02360606	Homo sapiens
SAMN02360607	Homo sapiens
SAMN02360608	Homo sapiens
SAMN02360609	Homo sapiens
SAMN02360610	Homo sapiens
SAMN02360611	Homo sapiens
SAMN02360612	Homo sapiens
SAMN02360613	Homo sapiens
SAMN02360614	Homo sapiens
SAMN02360615	Homo sapiens
SAMN02360616	Homo sapiens
SAMN02360617	Homo sapiens
SAMN02360618	Homo sapiens
SAMN02360619	Homo sapiens
SAMN02360620	Homo sapiens
SAMN02360622	Homo sapiens
SAMN02360625	Homo sapiens
SAMN02360627	Homo sapiens
SAMN02360630	Homo sapiens
SAMN02364076	Homo sapiens
SAMN02364077	Homo sapiens
SAMN02364078	Homo sapiens
SAMN02364079	Homo sapiens
SAMN02364080	Homo sapiens
SAMN02364081	Homo sapiens
SAMN02364082	Homo sapiens
SAMN02364083	Homo sapiens
SAMN02364084	Homo sapiens
SAMN02364085	Homo sapiens
SAMN02364086	Homo sapiens
SAMN02364088	Homo sapiens
SAMN02364089	Homo sapiens
SAMN02364090	Homo sapiens
SAMN02364091	Homo sapiens
SAMN02364092	Homo sapiens
SAMN02364093	Homo sapiens
SAMN02364094	Homo sapiens
SAMN02364095	Homo sapiens
SAMN02364096	Homo sapiens
SAMN02380981	Homo sapiens
SAMN02380982	Homo sapiens
SAMN02380983	Homo sapiens
SAMN02380984	Homo sapiens
SAMN02380986	Homo sapiens
SAMN02380988	Homo sapiens
SAMN02380989	Homo sapiens
SAMN02380990	Homo sapiens
SAMN02380991	Homo sapiens
SAMN02380992	Homo sapiens
SAMN02380993	Homo sapiens
SAMN02380995	Homo sapiens
SAMN02380996	Homo sapiens
SAMN02380997	Homo sapiens
SAMN02380998	Homo sapiens
SAMN02380999	Homo sapiens
SAMN02381000	Homo sapiens
SAMN02381001	Homo sapiens
SAMN02381002	Homo sapiens
SAMN02381003	Homo sapiens
SAMN02381004	Homo sapiens
SAMN02381005	Homo sapiens
SAMN02381006	Homo sapiens
SAMN02381007	Homo sapiens
SAMN02381008	Homo sapiens
SAMN02381009	Homo sapiens
SAMN02381010	Homo sapiens
SAMN02381011	Homo sapiens
SAMN02381012	Homo sapiens
SAMN02381013	Homo sapiens
SAMN02381014	Homo sapiens
SAMN02381015	Homo sapiens
SAMN02381016	Homo sapiens
SAMN02381017	Homo sapiens
SAMN02381018	Homo sapiens
SAMN02381019	Homo sapiens
SAMN02381020	Homo sapiens
SAMN02381021	Homo sapiens
SAMN02381022	Homo sapiens
SAMN02381023	Homo sapiens
SAMN02381024	Homo sapiens
SAMN02381025	Homo sapiens
SAMN02381026	Homo sapiens
SAMN02381027	Homo sapiens
SAMN02381028	Homo sapiens
SAMN02381029	Homo sapiens
SAMN02381030	Homo sapiens
SAMN02381031	Homo sapiens
SAMN02381032	Homo sapiens
SAMN02381033	Homo sapiens
SAMN02381034	Homo sapiens
SAMN02381035	Homo sapiens
SAMN02381036	Homo sapiens
SAMN02381037	Homo sapiens
SAMN02381039	Homo sapiens
SAMN02381040	Homo sapiens
SAMN02381041	Homo sapiens
SAMN02381042	Homo sapiens
SAMN02381044	Homo sapiens
SAMN02381045	Homo sapiens
SAMN02381046	Homo sapiens
SAMN02381047	Homo sapiens
SAMN02381048	Homo sapiens
SAMN02381049	Homo sapiens
SAMN02381050	Homo sapiens
SAMN02381051	Homo sapiens
SAMN02381052	Homo sapiens
SAMN02398693	Homo sapiens
SAMN02398694	Homo sapiens
SAMN02398695	Homo sapiens
SAMN02398696	Homo sapiens
SAMN02398697	Homo sapiens
SAMN02398698	Homo sapiens
SAMN02398699	Homo sapiens
SAMN02398700	Homo sapiens
SAMN02398701	Homo sapiens
SAMN02398702	Homo sapiens
SAMN02398703	Homo sapiens
SAMN02398704	Homo sapiens
SAMN02398705	Homo sapiens
SAMN02398706	Homo sapiens
SAMN02398708	Homo sapiens
SAMN02398711	Homo sapiens
SAMN02398712	Homo sapiens
SAMN02398713	Homo sapiens
SAMN02398714	Homo sapiens
SAMN02398715	Homo sapiens
SAMN02398716	Homo sapiens
SAMN02402660	Homo sapiens
SAMN02402661	Homo sapiens
SAMN02402662	Homo sapiens
SAMN02402663	Homo sapiens
SAMN02402664	Homo sapiens
SAMN02402665	Homo sapiens
SAMN02402666	Homo sapiens
SAMN02402667	Homo sapiens
SAMN02403442	Homo sapiens
SAMN02403443	Homo sapiens
SAMN02403444	Homo sapiens
SAMN02403445	Homo sapiens
SAMN02403446	Homo sapiens
SAMN02403447	Homo sapiens
SAMN02403448	Homo sapiens
SAMN02403449	Homo sapiens
SAMN02403450	Homo sapiens
SAMN02403451	Homo sapiens
SAMN02403452	Homo sapiens
SAMN02403453	Homo sapiens
SAMN02403454	Homo sapiens
SAMN02403455	Homo sapiens
SAMN02403456	Homo sapiens
SAMN02403457	Homo sapiens
SAMN02403458	Homo sapiens
SAMN02403459	Homo sapiens
SAMN02403460	Homo sapiens
SAMN02403461	Homo sapiens
SAMN02403462	Homo sapiens
SAMN02403463	Homo sapiens
SAMN02403464	Homo sapiens
SAMN02403465	Homo sapiens
SAMN02403466	Homo sapiens
SAMN02403467	Homo sapiens
SAMN02403468	Homo sapiens
SAMN02403469	Homo sapiens
SAMN02403470	Homo sapiens
SAMN02403471	Homo sapiens
SAMN02403472	Homo sapiens
SAMN02403473	Homo sapiens
SAMN02403474	Homo sapiens
SAMN02403475	Homo sapiens
SAMN02403476	Homo sapiens
SAMN02403477	Homo sapiens
SAMN02403478	Homo sapiens
SAMN02403479	Homo sapiens
SAMN02403480	Homo sapiens
SAMN02403481	Homo sapiens
SAMN02403482	Homo sapiens
SAMN02403483	Homo sapiens
SAMN02403484	Homo sapiens
SAMN02403485	Homo sapiens
SAMN02403486	Homo sapiens
SAMN02403487	Homo sapiens
SAMN02403489	Homo sapiens
SAMN02403490	Homo sapiens
SAMN02403491	Homo sapiens
SAMN02403492	Homo sapiens
SAMN02403493	Homo sapiens
SAMN02403494	Homo sapiens
SAMN02403495	Homo sapiens
SAMN02403496	Homo sapiens
SAMN02403497	Homo sapiens
SAMN02403498	Homo sapiens
SAMN02403499	Homo sapiens
SAMN02403500	Homo sapiens
SAMN02403501	Homo sapiens
SAMN02403502	Homo sapiens
SAMN02403503	Homo sapiens
SAMN02403504	Homo sapiens
SAMN02403505	Homo sapiens
SAMN02403507	Homo sapiens
SAMN02403508	Homo sapiens
SAMN02403509	Homo sapiens
SAMN02403510	Homo sapiens
SAMN02403511	Homo sapiens
SAMN02403512	Homo sapiens
SAMN02403513	Homo sapiens
SAMN02403514	Homo sapiens
SAMN02403515	Homo sapiens
SAMN02403516	Homo sapiens
SAMN02403517	Homo sapiens
SAMN02403518	Homo sapiens
SAMN02403519	Homo sapiens
SAMN02403520	Homo sapiens
SAMN02403521	Homo sapiens
SAMN02403522	Homo sapiens
SAMN02403523	Homo sapiens
SAMN02403524	Homo sapiens
SAMN02403525	Homo sapiens
SAMN02403526	Homo sapiens
SAMN02403527	Homo sapiens
SAMN02403528	Homo sapiens
SAMN02403529	Homo sapiens
SAMN02403530	Homo sapiens
SAMN02403531	Homo sapiens
SAMN02403532	Homo sapiens
SAMN02403533	Homo sapiens
SAMN02403534	Homo sapiens
SAMN02403535	Homo sapiens
SAMN02403536	Homo sapiens
SAMN02403537	Homo sapiens
SAMN02403538	Homo sapiens
SAMN02403539	Homo sapiens
SAMN02403540	Homo sapiens
SAMN02403541	Homo sapiens
SAMN02403542	Homo sapiens
SAMN02403543	Homo sapiens
SAMN02403544	Homo sapiens
SAMN02403545	Homo sapiens
SAMN02403546	Homo sapiens
SAMN02403547	Homo sapiens
SAMN02403548	Homo sapiens
SAMN02403549	Homo sapiens
SAMN02403550	Homo sapiens
SAMN02403551	Homo sapiens
SAMN02403552	Homo sapiens
SAMN02403554	Homo sapiens
SAMN02403555	Homo sapiens
SAMN02403558	Homo sapiens
SAMN02403559	Homo sapiens
SAMN02403560	Homo sapiens
SAMN02403561	Homo sapiens
SAMN02403562	Homo sapiens
SAMN02403563	Homo sapiens
SAMN02403564	Homo sapiens
SAMN02403565	Homo sapiens
SAMN02403566	Homo sapiens
SAMN02403567	Homo sapiens
SAMN02403568	Homo sapiens
SAMN02403569	Homo sapiens
SAMN02403570	Homo sapiens
SAMN02403571	Homo sapiens
SAMN02403572	Homo sapiens
SAMN02403573	Homo sapiens
SAMN02403574	Homo sapiens
SAMN02403575	Homo sapiens
SAMN02403576	Homo sapiens
SAMN02403577	Homo sapiens
SAMN02403578	Homo sapiens
SAMN02403579	Homo sapiens
SAMN02403580	Homo sapiens
SAMN02403581	Homo sapiens
SAMN02403582	Homo sapiens
SAMN02403583	Homo sapiens
SAMN02403584	Homo sapiens
SAMN02403585	Homo sapiens
SAMN02403586	Homo sapiens
SAMN02403587	Homo sapiens
SAMN02403588	Homo sapiens
SAMN02403589	Homo sapiens
SAMN02403590	Homo sapiens
SAMN02403591	Homo sapiens
SAMN02403592	Homo sapiens
SAMN02403593	Homo sapiens
SAMN02403594	Homo sapiens
SAMN02403595	Homo sapiens
SAMN02403596	Homo sapiens
SAMN02403597	Homo sapiens
SAMN02403598	Homo sapiens
SAMN02403599	Homo sapiens
SAMN02403600	Homo sapiens
SAMN02403601	Homo sapiens
SAMN02403602	Homo sapiens
SAMN02403603	Homo sapiens
SAMN02403604	Homo sapiens
SAMN02403605	Homo sapiens
SAMN02403606	Homo sapiens
SAMN02403607	Homo sapiens
SAMN02403608	Homo sapiens
SAMN02403609	Homo sapiens
SAMN02403610	Homo sapiens
SAMN02403611	Homo sapiens
SAMN02403612	Homo sapiens
SAMN02403613	Homo sapiens
SAMN02403614	Homo sapiens
SAMN02403615	Homo sapiens
SAMN02403616	Homo sapiens
SAMN02403617	Homo sapiens
SAMN02403618	Homo sapiens
SAMN02403619	Homo sapiens
SAMN02403620	Homo sapiens
SAMN02403621	Homo sapiens
SAMN02403622	Homo sapiens
SAMN02403623	Homo sapiens
SAMN02403625	Homo sapiens
SAMN02403628	Homo sapiens
SAMN02403629	Homo sapiens
SAMN02403630	Homo sapiens
SAMN02403631	Homo sapiens
SAMN02403632	Homo sapiens
SAMN02403633	Homo sapiens
SAMN02403634	Homo sapiens
SAMN02403635	Homo sapiens
SAMN02403636	Homo sapiens
SAMN02403637	Homo sapiens
SAMN02403638	Homo sapiens
SAMN02414841	Homo sapiens
SAMN02414842	Homo sapiens
SAMN02414843	Homo sapiens
SAMN02414844	Homo sapiens
SAMN02414845	Homo sapiens
SAMN02414846	Homo sapiens
SAMN02414847	Homo sapiens
SAMN02414848	Homo sapiens
SAMN02414851	Homo sapiens
SAMN02414852	Homo sapiens
SAMN02414853	Homo sapiens
SAMN02414854	Homo sapiens
SAMN02414855	Homo sapiens
SAMN02414856	Homo sapiens
SAMN02414857	Homo sapiens
SAMN02414858	Homo sapiens
SAMN02414859	Homo sapiens
SAMN02414860	Homo sapiens
SAMN02414861	Homo sapiens
SAMN02414862	Homo sapiens
SAMN02414863	Homo sapiens
SAMN02414864	Homo sapiens
SAMN02414865	Homo sapiens
SAMN02414866	Homo sapiens
SAMN02414867	Homo sapiens
SAMN02414868	Homo sapiens
SAMN02414869	Homo sapiens
SAMN02414870	Homo sapiens
SAMN02414871	Homo sapiens
SAMN02414872	Homo sapiens
SAMN02414873	Homo sapiens
SAMN02414874	Homo sapiens
SAMN02414875	Homo sapiens
SAMN02414876	Homo sapiens
SAMN02414877	Homo sapiens
SAMN02414878	Homo sapiens
SAMN02414879	Homo sapiens
SAMN02414880	Homo sapiens
SAMN02414881	Homo sapiens
SAMN02414882	Homo sapiens
SAMN02414883	Homo sapiens
SAMN02414884	Homo sapiens
SAMN02414885	Homo sapiens
SAMN02414886	Homo sapiens
SAMN02414887	Homo sapiens
SAMN02414888	Homo sapiens
SAMN02414889	Homo sapiens
SAMN02414890	Homo sapiens
SAMN02414891	Homo sapiens
SAMN02414892	Homo sapiens
SAMN02414893	Homo sapiens
SAMN02414894	Homo sapiens
SAMN02414895	Homo sapiens
SAMN02414896	Homo sapiens
SAMN02414897	Homo sapiens
SAMN02414898	Homo sapiens
SAMN02414899	Homo sapiens
SAMN02414900	Homo sapiens
SAMN02414901	Homo sapiens
SAMN02414902	Homo sapiens
SAMN02414903	Homo sapiens
SAMN02414904	Homo sapiens
SAMN02414905	Homo sapiens
SAMN02414906	Homo sapiens
SAMN02414908	Homo sapiens
SAMN02414909	Homo sapiens
SAMN02414910	Homo sapiens
SAMN02414911	Homo sapiens
SAMN02414912	Homo sapiens
SAMN02414913	Homo sapiens
SAMN02414914	Homo sapiens
SAMN02414915	Homo sapiens
SAMN02414916	Homo sapiens
SAMN02414917	Homo sapiens
SAMN02414918	Homo sapiens
SAMN02414919	Homo sapiens
SAMN02414920	Homo sapiens
SAMN02414921	Homo sapiens
SAMN02414922	Homo sapiens
SAMN02414923	Homo sapiens
SAMN02414924	Homo sapiens
SAMN02414925	Homo sapiens
SAMN02414926	Homo sapiens
SAMN02414927	Homo sapiens
SAMN02414928	Homo sapiens
SAMN02414929	Homo sapiens
SAMN02414930	Homo sapiens
SAMN02414931	Homo sapiens
SAMN02414932	Homo sapiens
SAMN02414933	Homo sapiens
SAMN02414934	Homo sapiens
SAMN02414935	Homo sapiens
SAMN02414936	Homo sapiens
SAMN02414937	Homo sapiens
SAMN02414938	Homo sapiens
SAMN02414939	Homo sapiens
SAMN02414940	Homo sapiens
SAMN02414941	Homo sapiens
SAMN02414942	Homo sapiens
SAMN02414943	Homo sapiens
SAMN02414944	Homo sapiens
SAMN02414945	Homo sapiens
SAMN02414946	Homo sapiens
SAMN02414947	Homo sapiens
SAMN02414948	Homo sapiens
SAMN02414949	Homo sapiens
SAMN02414950	Homo sapiens
SAMN02414951	Homo sapiens
SAMN02414952	Homo sapiens
SAMN02414953	Homo sapiens
SAMN02414954	Homo sapiens
SAMN02414955	Homo sapiens
SAMN02414956	Homo sapiens
SAMN02414957	Homo sapiens
SAMN02414958	Homo sapiens
SAMN02414959	Homo sapiens
SAMN02414960	Homo sapiens
SAMN02414961	Homo sapiens
SAMN02414962	Homo sapiens
SAMN02414963	Homo sapiens
SAMN02414964	Homo sapiens
SAMN02414965	Homo sapiens
SAMN02414966	Homo sapiens
SAMN02414967	Homo sapiens
SAMN02414968	Homo sapiens
SAMN02414969	Homo sapiens
SAMN02414970	Homo sapiens
SAMN02414971	Homo sapiens
SAMN02414972	Homo sapiens
SAMN02414973	Homo sapiens
SAMN02414974	Homo sapiens
SAMN02414975	Homo sapiens
SAMN02414976	Homo sapiens
SAMN02414977	Homo sapiens
SAMN02414978	Homo sapiens
SAMN02414979	Homo sapiens
SAMN02414980	Homo sapiens
SAMN02414981	Homo sapiens
SAMN02414982	Homo sapiens
SAMN02414983	Homo sapiens
SAMN02414984	Homo sapiens
SAMN02414985	Homo sapiens
SAMN02414986	Homo sapiens
SAMN02414987	Homo sapiens
SAMN02414988	Homo sapiens
SAMN02414989	Homo sapiens
SAMN02414990	Homo sapiens
SAMN02414991	Homo sapiens
SAMN02414992	Homo sapiens
SAMN02414993	Homo sapiens
SAMN02419533	Homo sapiens
SAMN02419534	Homo sapiens
SAMN02419535	Homo sapiens
SAMN02419536	Homo sapiens
SAMN02419537	Homo sapiens
SAMN02419538	Homo sapiens
SAMN02419539	Homo sapiens
SAMN02419541	Homo sapiens
SAMN02419542	Homo sapiens
SAMN02419543	Homo sapiens
SAMN02419544	Homo sapiens
SAMN02419545	Homo sapiens
SAMN02419546	Homo sapiens
SAMN02419547	Homo sapiens
SAMN02419548	Homo sapiens
SAMN02419549	Homo sapiens
SAMN02419550	Homo sapiens
SAMN02419551	Homo sapiens
SAMN02419552	Homo sapiens
SAMN02419553	Homo sapiens
SAMN02419555	Homo sapiens
SAMN02419556	Homo sapiens
SAMN02419558	Homo sapiens
SAMN02419559	Homo sapiens
SAMN02419560	Homo sapiens
SAMN02419561	Homo sapiens
SAMN02419562	Homo sapiens
SAMN02419563	Homo sapiens
SAMN02419564	Homo sapiens
SAMN02419565	Homo sapiens
SAMN02419566	Homo sapiens
SAMN02419567	Homo sapiens
SAMN02419568	Homo sapiens
SAMN02419569	Homo sapiens
SAMN02419570	Homo sapiens
SAMN02419571	Homo sapiens
SAMN02419572	Homo sapiens
SAMN02419573	Homo sapiens
SAMN02419574	Homo sapiens
SAMN02419575	Homo sapiens
SAMN02419577	Homo sapiens
SAMN02419578	Homo sapiens
SAMN02419579	Homo sapiens
SAMN02419580	Homo sapiens
SAMN02419581	Homo sapiens
SAMN02419582	Homo sapiens
SAMN02419583	Homo sapiens
SAMN02419584	Homo sapiens
SAMN02419585	Homo sapiens
SAMN02419586	Homo sapiens
SAMN02419587	Homo sapiens
SAMN02419588	Homo sapiens
SAMN02419589	Homo sapiens
SAMN02419590	Homo sapiens
SAMN02419591	Homo sapiens
SAMN02419592	Homo sapiens
SAMN02419593	Homo sapiens
SAMN02419594	Homo sapiens
SAMN02419595	Homo sapiens
SAMN02419596	Homo sapiens
SAMN02419597	Homo sapiens
SAMN02419598	Homo sapiens
SAMN02419599	Homo sapiens
SAMN02419600	Homo sapiens
SAMN02419601	Homo sapiens
SAMN02419602	Homo sapiens
SAMN02419604	Homo sapiens
SAMN02419605	Homo sapiens
SAMN02419606	Homo sapiens
SAMN02419607	Homo sapiens
SAMN02419608	Homo sapiens
SAMN02419609	Homo sapiens
SAMN02419610	Homo sapiens
SAMN02419611	Homo sapiens
SAMN02419612	Homo sapiens
SAMN02419613	Homo sapiens
SAMN02419614	Homo sapiens
SAMN02419615	Homo sapiens
SAMN02419616	Homo sapiens
SAMN02419617	Homo sapiens
SAMN02419618	Homo sapiens
SAMN02419620	Homo sapiens
SAMN02419621	Homo sapiens
SAMN02419622	Homo sapiens
SAMN02419624	Homo sapiens
SAMN02419625	Homo sapiens
SAMN02419626	Homo sapiens
SAMN02419627	Homo sapiens
SAMN02419628	Homo sapiens
SAMN02419629	Homo sapiens
SAMN02419630	Homo sapiens
SAMN02419631	Homo sapiens
SAMN02419632	Homo sapiens
SAMN02419633	Homo sapiens
SAMN02419634	Homo sapiens
SAMN02419635	Homo sapiens
SAMN02419636	Homo sapiens
SAMN02419637	Homo sapiens
SAMN02419638	Homo sapiens
SAMN02419639	Homo sapiens
SAMN02419641	Homo sapiens
SAMN02419642	Homo sapiens
SAMN02419643	Homo sapiens
SAMN02419644	Homo sapiens
SAMN02419645	Homo sapiens
SAMN02419646	Homo sapiens
SAMN02419647	Homo sapiens
SAMN02419648	Homo sapiens
SAMN02419649	Homo sapiens
SAMN02419650	Homo sapiens
SAMN02419651	Homo sapiens
SAMN02419653	Homo sapiens
SAMN02419654	Homo sapiens
SAMN02419655	Homo sapiens
SAMN02419656	Homo sapiens
SAMN02419657	Homo sapiens
SAMN02419658	Homo sapiens
SAMN02419659	Homo sapiens
SAMN02419660	Homo sapiens
SAMN02419661	Homo sapiens
SAMN02419662	Homo sapiens
SAMN02419663	Homo sapiens
SAMN02419664	Homo sapiens
SAMN02419665	Homo sapiens
SAMN02419666	Homo sapiens
SAMN02419667	Homo sapiens
SAMN02419668	Homo sapiens
SAMN02419669	Homo sapiens
SAMN02419670	Homo sapiens
SAMN02419671	Homo sapiens
SAMN02419672	Homo sapiens
SAMN02419673	Homo sapiens
SAMN02419674	Homo sapiens
SAMN02419675	Homo sapiens
SAMN02419676	Homo sapiens
SAMN02419677	Homo sapiens
SAMN02419678	Homo sapiens
SAMN02419679	Homo sapiens
SAMN02419680	Homo sapiens
SAMN02419681	Homo sapiens
SAMN02419683	Homo sapiens
SAMN02419685	Homo sapiens
SAMN02419686	Homo sapiens
SAMN02469670	Homo sapiens
SAMN02469671	Homo sapiens
SAMN02469672	Homo sapiens
SAMN02470832	Homo sapiens
SAMN02470833	Homo sapiens
SAMN02471042	Homo sapiens
SAMN02471043	Homo sapiens
SAMN02471044	Homo sapiens
SAMN02471045	Homo sapiens
SAMN02471046	Homo sapiens
SAMN02471047	Homo sapiens
SAMN02471048	Homo sapiens
SAMN02471049	Homo sapiens
SAMN02471050	Homo sapiens
SAMN02471051	Homo sapiens
SAMN02471052	Homo sapiens
SAMN02471053	Homo sapiens
SAMN02471054	Homo sapiens
SAMN02471055	Homo sapiens
SAMN02471056	Homo sapiens
SAMN02471057	Homo sapiens
SAMN02471058	Homo sapiens
SAMN02471059	Homo sapiens
SAMN02471060	Homo sapiens
SAMN02471061	Homo sapiens
SAMN02471062	Homo sapiens
SAMN02471063	Homo sapiens
SAMN02471064	Homo sapiens
SAMN02471065	Homo sapiens
SAMN02471066	Homo sapiens
SAMN02471067	Homo sapiens
SAMN02471068	Homo sapiens
SAMN02471069	Homo sapiens
SAMN02471070	Homo sapiens
SAMN02471071	Homo sapiens
SAMN02471072	Homo sapiens
SAMN02471073	Homo sapiens
SAMN02471074	Homo sapiens
SAMN02471075	Homo sapiens
SAMN02471076	Homo sapiens
SAMN02471077	Homo sapiens
SAMN02471078	Homo sapiens
SAMN02471079	Homo sapiens
SAMN02471080	Homo sapiens
SAMN02471081	Homo sapiens
SAMN02471082	Homo sapiens
SAMN02471083	Homo sapiens
SAMN02471084	Homo sapiens
SAMN02471091	Homo sapiens
SAMN02471092	Homo sapiens
SAMN02471093	Homo sapiens
SAMN02471094	Homo sapiens
SAMN02471095	Homo sapiens
SAMN02471096	Homo sapiens
SAMN02471097	Homo sapiens
SAMN02471098	Homo sapiens
SAMN02471099	Homo sapiens
SAMN02471100	Homo sapiens
SAMN02471101	Homo sapiens
SAMN02471102	Homo sapiens
SAMN02471103	Homo sapiens
SAMN02471104	Homo sapiens
SAMN02471105	Homo sapiens
SAMN02471108	Homo sapiens
SAMN02471109	Homo sapiens
SAMN02471110	Homo sapiens
SAMN02471111	Homo sapiens
SAMN02471112	Homo sapiens
SAMN02471113	Homo sapiens
SAMN02471435	Homo sapiens
SAMN02471862	Homo sapiens
SAMN02472033	Homo sapiens
SAMN02472040	Homo sapiens
SAMN02472041	Homo sapiens
SAMN02567661	Homo sapiens
SAMN02567662	Homo sapiens
SAMN02567670	Homo sapiens
SAMN02567672	Homo sapiens
SAMN02567673	Homo sapiens
SAMN02567674	Homo sapiens
SAMN02567676	Homo sapiens
SAMN02567677	Homo sapiens
SAMN02567678	Homo sapiens
SAMN02567679	Homo sapiens
SAMN02567680	Homo sapiens
SAMN02567682	Homo sapiens
SAMN02567683	Homo sapiens
SAMN02567684	Homo sapiens
SAMN02567685	Homo sapiens
SAMN02567698	Homo sapiens
SAMN02567699	Homo sapiens
SAMN02567700	Homo sapiens
SAMN02567701	Homo sapiens
SAMN02567702	Homo sapiens
SAMN02567703	Homo sapiens
SAMN02567704	Homo sapiens
SAMN02567705	Homo sapiens
SAMN02567706	Homo sapiens
SAMN02567707	Homo sapiens
SAMN02567708	Homo sapiens
SAMN02567709	Homo sapiens
SAMN02567710	Homo sapiens
SAMN02567711	Homo sapiens
SAMN02567712	Homo sapiens
SAMN02567713	Homo sapiens
SAMN02567714	Homo sapiens
SAMN02567715	Homo sapiens
SAMN02567716	Homo sapiens
SAMN02567718	Homo sapiens
SAMN02567719	Homo sapiens
SAMN02567720	Homo sapiens
SAMN02567721	Homo sapiens
SAMN02567722	Homo sapiens
SAMN02567723	Homo sapiens
SAMN02567724	Homo sapiens
SAMN02567725	Homo sapiens
SAMN02567726	Homo sapiens
SAMN02567727	Homo sapiens
SAMN02567728	Homo sapiens
SAMN02567729	Homo sapiens
SAMN02567730	Homo sapiens
SAMN02567731	Homo sapiens
SAMN02567732	Homo sapiens
SAMN02567760	Homo sapiens
SAMN02584583	Homo sapiens
SAMN02584584	Homo sapiens
SAMN02584585	Homo sapiens
SAMN02584586	Homo sapiens
SAMN02584587	Homo sapiens
SAMN02584588	Homo sapiens
SAMN02584589	Homo sapiens
SAMN02584590	Homo sapiens
SAMN02584591	Homo sapiens
SAMN02584592	Homo sapiens
SAMN02584593	Homo sapiens
SAMN02584594	Homo sapiens
SAMN02584595	Homo sapiens
SAMN02584596	Homo sapiens
SAMN02584597	Homo sapiens
SAMN02584598	Homo sapiens
SAMN02584599	Homo sapiens
SAMN02584600	Homo sapiens
SAMN02584601	Homo sapiens
SAMN02584602	Homo sapiens
SAMN02584603	Homo sapiens
SAMN02584604	Homo sapiens
SAMN02584605	Homo sapiens
SAMN02584606	Homo sapiens
SAMN02584607	Homo sapiens
SAMN02584608	Homo sapiens
SAMN02584609	Homo sapiens
SAMN02584610	Homo sapiens
SAMN02584611	Homo sapiens
SAMN02584612	Homo sapiens
SAMN02584613	Homo sapiens
SAMN02584614	Homo sapiens
SAMN02584615	Homo sapiens
SAMN02584616	Homo sapiens
SAMN02584617	Homo sapiens
SAMN02584618	Homo sapiens
SAMN02584619	Homo sapiens
SAMN02584620	Homo sapiens
SAMN02584621	Homo sapiens
SAMN02584622	Homo sapiens
SAMN02584623	Homo sapiens
SAMN02584624	Homo sapiens
SAMN02584625	Homo sapiens
SAMN02584626	Homo sapiens
SAMN02584627	Homo sapiens
SAMN02584628	Homo sapiens
SAMN02584629	Homo sapiens
SAMN02584630	Homo sapiens
SAMN02584631	Homo sapiens
SAMN02584633	Homo sapiens
SAMN02584634	Homo sapiens
SAMN02584635	Homo sapiens
SAMN02584636	Homo sapiens
SAMN02584637	Homo sapiens
SAMN02584638	Homo sapiens
SAMN02584639	Homo sapiens
SAMN02584640	Homo sapiens
SAMN02584641	Homo sapiens
SAMN02584642	Homo sapiens
SAMN02584643	Homo sapiens
SAMN02584644	Homo sapiens
SAMN02584645	Homo sapiens
SAMN02584646	Homo sapiens
SAMN02584647	Homo sapiens
SAMN02584648	Homo sapiens
SAMN02584649	Homo sapiens
SAMN02584650	Homo sapiens
SAMN02584651	Homo sapiens
SAMN02584652	Homo sapiens
SAMN02584653	Homo sapiens
SAMN02584654	Homo sapiens
SAMN02584655	Homo sapiens
SAMN02584656	Homo sapiens
SAMN02584657	Homo sapiens
SAMN02584658	Homo sapiens
SAMN02584659	Homo sapiens
SAMN02584660	Homo sapiens
SAMN02584661	Homo sapiens
SAMN02584662	Homo sapiens
SAMN02584663	Homo sapiens
SAMN02584664	Homo sapiens
SAMN02584665	Homo sapiens
SAMN02584666	Homo sapiens
SAMN02584667	Homo sapiens
SAMN02584668	Homo sapiens
SAMN02584669	Homo sapiens
SAMN02584670	Homo sapiens
SAMN02584671	Homo sapiens
SAMN02584672	Homo sapiens
SAMN02584673	Homo sapiens
SAMN02584674	Homo sapiens
SAMN02584675	Homo sapiens
SAMN02584676	Homo sapiens
SAMN02584677	Homo sapiens
SAMN02584678	Homo sapiens
SAMN02585885	Homo sapiens
SAMN02585887	Homo sapiens
SAMN02585888	Homo sapiens
SAMN02585889	Homo sapiens
SAMN02585890	Homo sapiens
SAMN02585891	Homo sapiens
SAMN02585892	Homo sapiens
SAMN02585893	Homo sapiens
SAMN02585894	Homo sapiens
SAMN02585895	Homo sapiens
SAMN02585896	Homo sapiens
SAMN02585897	Homo sapiens
SAMN02585898	Homo sapiens
SAMN02585899	Homo sapiens
SAMN02585900	Homo sapiens
SAMN02585901	Homo sapiens
SAMN02585902	Homo sapiens
SAMN02585904	Homo sapiens
SAMN02585905	Homo sapiens
SAMN02585906	Homo sapiens
SAMN02585907	Homo sapiens
SAMN02585909	Homo sapiens
SAMN02585912	Homo sapiens
SAMN02585916	Homo sapiens
SAMN02585921	Homo sapiens
SAMN02585922	Homo sapiens
SAMN02585923	Homo sapiens
SAMN02585925	Homo sapiens
SAMN02585926	Homo sapiens
SAMN02585927	Homo sapiens
SAMN02585928	Homo sapiens
SAMN02585929	Homo sapiens
SAMN02585930	Homo sapiens
SAMN02585931	Homo sapiens
SAMN02585932	Homo sapiens
SAMN02585934	Homo sapiens
