BioSample	collection_date
SAMN02837630	2008-03-17
SAMN02837631	2008-05-20
SAMN02837632	2008-06-22
SAMN02837633	2008-05-11
SAMN02837634	2008-08-05
SAMN02837635	2004-08-13
SAMN02837636	2002-05-31
SAMN02837637	2005-03-21
SAMN02837638	2005-04-14
SAMN02837639	2006-01-14
SAMN02837640	2007-01-16
SAMN02837641	2007-03-11
SAMN02837642	2002-11-08
SAMN02837643	2007-01-22
SAMN02837644	2005-06-08
SAMN02837645	2009-04-24
SAMN02837646	2002-04-08
SAMN02837647	2003-05-28
SAMN02837648	2010-10-03
SAMN02837649	2010-10-06
SAMN02837650	2004-05-12
SAMN02837651	2003-07-24
SAMN02837652	2002-05-13
SAMN02837653	2002-01-04
SAMN02837654	2005-02-09
SAMN02837655	2005-08-10
SAMN02837656	2006-09-13
SAMN02837657	2007-01-26
SAMN02837658	2009-06-17
SAMN02848645	2010-02-25
SAMN02864173	2012-06
SAMN02864847	2010-11
SAMN02864881	2010-03
SAMN02864882	2009-10
SAMN02864883	2009-11
SAMN02864884	2010-11
SAMN02864885	2009-12
SAMN02864886	2009-08
SAMN02874015	1996
SAMN02887314	1995
SAMN02899098	2009
SAMN02899231	2000
SAMN02899232	2000
SAMN02902634	1994
SAMN02902635	2009
SAMN02902636	2009
SAMN02902637	2008
SAMN02902638	2008
SAMN02902639	2009
SAMN02902640	2008
SAMN02902641	2009
SAMN02902642	2008
SAMN02902643	2009
SAMN02902644	2003
SAMN02902645	2012
SAMN02911572	2010
SAMN02911573	2010
SAMN02911576	2010
SAMN02911577	2010
SAMN02911579	2010
SAMN02911580	2010
SAMN02940916	2006-08-16
SAMN02943514	2013
SAMN02943515	2013
SAMN03002394	2013-05-29
SAMN03175163	2005-05-17
SAMN03177465	2005-06-01
SAMN03177466	2005-07-19
SAMN03177469	2005-07-21
SAMN03177470	2005-07-27
SAMN03177471	2005-08-26
SAMN03177473	2005-08-23
SAMN03177474	2005-08-01
SAMN03177475	2005-11-07
SAMN03177477	2006-05-12
SAMN03177478	2006-06-14
SAMN03177480	2005-05-03
SAMN03177481	2005-06-07
SAMN03177483	2005-08-10
SAMN03177484	2005-08-08
SAMN03177485	2005-08-24
SAMN03177486	2005-09-13
SAMN03177487	2005-09-07
SAMN03177488	2005-09-29
SAMN03177489	2005-11-11
SAMN03177490	2005-11-21
SAMN03177491	2005-12-13
SAMN03177492	2005-12-16
SAMN03177493	2006-01-23
SAMN03177494	2006-03-06
SAMN03177495	2006-04-25
SAMN03177496	2006-05-29
SAMN03177497	2006-05-24
SAMN03196604	2005-08-08
SAMN03257096	2010-04-08
SAMN03265108	2007-12-15
SAMN03267964	2001
SAMN03272559	2014
SAMN03288261	2010
SAMN03290670	2014-06-16
SAMN03290698	2014-04-14
SAMN03290700	2014-04-14
SAMN03291410	2002
SAMN03295492	2002
SAMN03301665	2000
SAMN03338741	2010
SAMN03338742	2010
SAMN03338743	2010
SAMN03338744	2010
SAMN03372109	2010
SAMN03460429	2013-06-16
SAMN03496755	2013-04-16
SAMN03658568	2006
SAMN03761171	2012
SAMN03776961	2014
SAMN03793145	2003-08-19
SAMN03793146	2003-04-01
SAMN03793151	2000-08-25
SAMN03813774	1999
SAMN03813775	1999
SAMN03813776	2000
SAMN03813777	2001
SAMN03813778	2010
SAMN03813779	2011
SAMN03813780	1998
SAMN03813781	1999
SAMN03813782	2001
SAMN03813783	2001
SAMN03813784	1997
SAMN03813785	1999
SAMN03813786	2001
SAMN03813787	1991
SAMN03813788	2005
SAMN03813789	1998
SAMN03813790	1999
SAMN03813791	2004
SAMN03813792	2001
SAMN03813793	2002
SAMN03813794	2005
SAMN03813795	2006
SAMN03813796	2001
SAMN03813797	2001
SAMN03813798	1997
SAMN03813799	2009
SAMN03813800	1999
SAMN03813801	2000
SAMN03813802	1997
SAMN03813803	2002
SAMN03813804	2004
SAMN03813805	2001
SAMN03813806	2001
SAMN03840761	2010-05
SAMN03861514	2002
SAMN03921880	2011-11-16
SAMN03941250	2006-02-07
SAMN04023334	2010-05-08
SAMN04100097	2002
SAMN04117128	2002
SAMN04129542	1992
SAMN04241384	2013-03-21
SAMN04293604	2008-10-10
SAMN04364424	2014
SAMN04479830	2006-05-01
SAMN04491053	2005-06
SAMN04492771	2013-03-26
SAMN04492779	2009
SAMN04492780	2009
SAMN04492781	2009
SAMN04492782	2009
SAMN04492783	2010
SAMN04492784	2010
SAMN04492785	2010
SAMN04492786	2010
SAMN04492787	2010
SAMN04492789	2011
SAMN04492790	2011
SAMN04492791	2011
SAMN04492792	2012
SAMN04492793	2011
SAMN04517448	1988
SAMN04550924	2015-07
SAMN04595071	1998
SAMN04595072	1995
SAMN04599205	2013-08
SAMN04634162	2014-07-07
SAMN04634165	2014-06-20
SAMN05001334	2011
SAMN05187972	2013-08
SAMN05257278	2013
SAMN05414673	2012
SAMN05447655	2012-06
SAMN05447658	2012-02
SAMN05725038	2010-11-30
SAMN05791986	2008-07-10
SAMN05791987	2008-07-01
SAMN05792585	2012-01-01
SAMN05825228	2012-01-01
SAMN05830624	2012-01-01
SAMN05830709	2012-01-01
SAMN05830710	2012-01-01
SAMN05830711	2012-01-01
SAMN05833359	2012
SAMN05833360	2008
SAMN05833361	2007
SAMN05833362	2007
SAMN05833363	2008
SAMN05833364	2013
SAMN05915249	2012-01-01
SAMN05915250	2012-01-01
SAMN05915251	2012-01-01
SAMN05915252	2012-01-01
SAMN05915253	2012-01-01
SAMN05915254	2012-01-01
SAMN05915255	2012-01-01
SAMN05915256	2012-01-01
SAMN05915257	2012-01-01
SAMN05915258	2012-01-01
SAMN05915259	2012-01-01
SAMN05915260	2012-01-01
SAMN05915261	2012-01-01
SAMN05915262	2012-01-01
SAMN05915263	2012-01-01
SAMN05915264	2012-01-01
SAMN05915265	2012-01-01
SAMN05915266	2012-01-01
SAMN05915267	2012-01-01
SAMN05915268	2012-01-01
SAMN05915269	2012-01-01
SAMN05915270	2012-01-01
SAMN05915271	2012-01-01
SAMN05915272	2012-01-01
SAMN05915273	2012-01-01
SAMN05915274	2012-01-01
SAMN05915275	2012-01-01
SAMN05915276	2012-01-01
SAMN05915277	2012-01-01
SAMN05915278	2012-01-01
SAMN05915279	2012-01-01
SAMN05915280	2012-01-01
SAMN05915281	2012-01-01
SAMN05915282	2012-01-01
SAMN05915283	2012-01-01
SAMN05915284	2012-01-01
SAMN05915285	2012-01-01
SAMN05915286	2012-01-01
SAMN05915287	2012-01-01
SAMN05915288	2012-01-01
SAMN05915289	2012-01-01
SAMN05915290	2012-01-01
SAMN05915291	2012-01-01
SAMN05915292	2012-01-01
SAMN05915293	2012-01-01
SAMN05916217	2012-01-01
SAMN05916218	2012-01-01
SAMN05916219	2012-01-01
SAMN05916220	2012-01-01
SAMN05916221	2012-01-01
SAMN05916222	2012-01-01
SAMN05916223	2012-01-01
SAMN05916224	2012-01-01
SAMN05916225	2012-01-01
SAMN05916226	2012-01-01
SAMN05916227	2012-01-01
SAMN05916228	2012-01-01
SAMN05916229	2012-01-01
SAMN05916230	2012-01-01
SAMN05916231	2012-01-01
SAMN05916232	2012-01-01
SAMN05916233	2012-01-01
SAMN05916234	2012-01-01
SAMN05916235	2012-01-01
SAMN05916236	2012-01-01
SAMN05916237	2012-01-01
SAMN05916238	2012-01-01
SAMN05916239	2012-01-01
SAMN05916240	2012-01-01
SAMN05916241	2012-01-01
SAMN05916242	2012-01-01
SAMN05916243	2012-01-01
SAMN05916244	2012-01-01
SAMN05916245	2012-01-01
SAMN05916246	2012-01-01
SAMN05916247	2012-01-01
SAMN05916248	2012-01-01
SAMN05916249	2012-01-01
SAMN05916250	2012-01-01
SAMN05916251	2012-01-01
SAMN05916252	2012-01-01
SAMN05916253	2012-01-01
SAMN05916254	2012-01-01
SAMN05916255	2012-01-01
SAMN05916256	2012-01-01
SAMN05916257	2012-01-01
SAMN05916258	2012-01-01
SAMN05916259	2012-01-01
SAMN05916260	2012-01-01
SAMN05916261	2012-01-01
SAMN05916262	2012-01-01
SAMN05916263	2012-01-01
SAMN05916264	2012-01-01
SAMN05916265	2012-01-01
SAMN05916266	2012-01-01
SAMN05916267	2012-01-01
SAMN05916268	2012-01-01
SAMN05916269	2012-01-01
SAMN05916270	2012-01-01
SAMN05916271	2012-01-01
SAMN05916272	2012-01-01
SAMN05916273	2012-01-01
SAMN05916274	2012-01-01
SAMN05916275	2012-01-01
SAMN05916276	2012-01-01
SAMN05916277	2012-01-01
SAMN05916278	2012-01-01
SAMN05916279	2012-01-01
SAMN05916280	2012-01-01
SAMN05916281	2012-01-01
SAMN05916282	2012-01-01
SAMN05916283	2012-01-01
SAMN05916284	2012-01-01
SAMN05916285	2012-01-01
SAMN05916286	2012-01-01
SAMN05916287	2012-01-01
SAMN05916288	2012-01-01
SAMN05916289	2012-01-01
SAMN05916290	2012-01-01
SAMN05916291	2012-01-01
SAMN05916292	2012-01-01
SAMN05916293	2012-01-01
SAMN05916294	2012-01-01
SAMN05916295	2012-01-01
SAMN05916296	2012-01-01
SAMN05916297	2012-01-01
SAMN05916298	2012-01-01
SAMN05916299	2012-01-01
SAMN05916300	2012-01-01
SAMN05916301	2012-01-01
SAMN05916302	2012-01-01
SAMN05916303	2012-01-01
SAMN05916304	2012-01-01
SAMN05916305	2012-01-01
SAMN05916306	2012-01-01
SAMN05916307	2012-01-01
SAMN05916308	2012-01-01
SAMN05916309	2012-01-01
SAMN05916310	2012-01-01
SAMN05916311	2012-01-01
SAMN05916312	2012-01-01
SAMN05916313	2012-01-01
SAMN05916314	2012-01-01
SAMN05916315	2012-01-01
SAMN05916316	2012-01-01
SAMN05916317	2012-01-01
SAMN05916318	2012-01-01
SAMN05916319	2012-01-01
SAMN05916320	2012-01-01
SAMN05916321	2012-01-01
SAMN05916322	2012-01-01
SAMN05916323	2012-01-01
SAMN05916324	2012-01-01
SAMN05916325	2012-01-01
SAMN05916326	2012-01-01
SAMN05916327	2012-01-01
SAMN05916328	2012-01-01
SAMN05916329	2012-01-01
SAMN05916330	2012-01-01
SAMN05916331	2012-01-01
SAMN05916332	2012-01-01
SAMN05916333	2012-01-01
SAMN05916334	2012-01-01
SAMN05916335	2012-01-01
SAMN05916336	2012-01-01
SAMN05916337	2012-01-01
SAMN05916338	2012-01-01
SAMN05916339	2012-01-01
SAMN05916340	2012-01-01
SAMN05916341	2012-01-01
SAMN05916342	2012-01-01
SAMN05916343	2012-01-01
SAMN05916344	2012-01-01
SAMN05916345	2012-01-01
SAMN05916346	2012-01-01
SAMN05916347	2012-01-01
SAMN05916348	2012-01-01
SAMN05916349	2012-01-01
SAMN05916350	2012-01-01
SAMN05916351	2012-01-01
SAMN05916352	2012-01-01
SAMN05916353	2012-01-01
SAMN05916354	2012-01-01
SAMN05916355	2012-01-01
SAMN05916356	2012-01-01
SAMN05916357	2012-01-01
SAMN05916358	2012-01-01
SAMN05916382	2012-01-01
SAMN05916383	2012-01-01
SAMN05916384	2012-01-01
SAMN05916385	2012-01-01
SAMN05916386	2012-01-01
SAMN05916387	2012-01-01
SAMN05916388	2012-01-01
SAMN05916389	2012-01-01
SAMN05916390	2012-01-01
SAMN05916391	2012-01-01
SAMN05916392	2012-01-01
SAMN05916393	2012-01-01
SAMN05916394	2012-01-01
SAMN05916395	2012-01-01
SAMN05916396	2012-01-01
SAMN05916397	2012-01-01
SAMN05916398	2012-01-01
SAMN05916399	2012-01-01
SAMN05916400	2012-01-01
SAMN05916401	2012-01-01
SAMN05916402	2012-01-01
SAMN05916403	2012-01-01
SAMN05916404	2012-01-01
SAMN05916405	2012-01-01
SAMN05916406	2012-01-01
SAMN05916407	2012-01-01
SAMN05916408	2012-01-01
SAMN05916409	2012-01-01
SAMN05916410	2012-01-01
SAMN05916411	2012-01-01
SAMN05916412	2012-01-01
SAMN05916413	2012-01-01
SAMN05916414	2012-01-01
SAMN05916415	2012-01-01
SAMN05916416	2012-01-01
SAMN05916417	2012-01-01
SAMN05916418	2012-01-01
SAMN05916419	2012-01-01
SAMN05916420	2012-01-01
SAMN05916421	2012-01-01
SAMN05916422	2012-01-01
SAMN05916423	2012-01-01
SAMN05916424	2012-01-01
SAMN05916425	2012-01-01
SAMN05916426	2012-01-01
SAMN05916427	2012-01-01
SAMN05916428	2012-01-01
SAMN05916429	2012-01-01
SAMN05916430	2012-01-01
SAMN05916431	2012-01-01
SAMN05916432	2012-01-01
SAMN05916433	2012-01-01
SAMN05916434	2012-01-01
SAMN05916435	2012-01-01
SAMN05916436	2012-01-01
SAMN05916437	2012-01-01
SAMN05916438	2012-01-01
SAMN05916439	2012-01-01
SAMN05916440	2012-01-01
SAMN05916441	2012-01-01
SAMN05916442	2012-01-01
SAMN05916443	2012-01-01
SAMN05916444	2012-01-01
SAMN05916445	2012-01-01
SAMN05916446	2012-01-01
SAMN05916447	2012-01-01
SAMN05916448	2012-01-01
SAMN05916449	2012-01-01
SAMN05916450	2012-01-01
SAMN05916451	2012-01-01
SAMN05916452	2012-01-01
SAMN05916453	2012-01-01
SAMN05916454	2012-01-01
SAMN05916455	2012-01-01
SAMN05916456	2012-01-01
SAMN05916457	2012-01-01
SAMN05916458	2012-01-01
SAMN05916459	2012-01-01
SAMN05916460	2012-01-01
SAMN05918520	2012-01-01
SAMN05918521	2012-01-01
SAMN05918522	2012-01-01
SAMN05918523	2012-01-01
SAMN05918524	2012-01-01
SAMN05918525	2012-01-01
SAMN05918526	2012-01-01
SAMN05918527	2012-01-01
SAMN05918528	2012-01-01
SAMN05918529	2012-01-01
SAMN05918530	2012-01-01
SAMN05918531	2012-01-01
SAMN05918532	2012-01-01
SAMN05918533	2012-01-01
SAMN05918534	2012-01-01
SAMN05918535	2012-01-01
SAMN05918536	2012-01-01
SAMN05918537	2012-01-01
SAMN05918538	2012-01-01
SAMN05918539	2012-01-01
SAMN05918540	2012-01-01
SAMN05918541	2012-01-01
SAMN05918542	2012-01-01
SAMN05918543	2012-01-01
SAMN05918544	2012-01-01
SAMN05918545	2012-01-01
SAMN05918546	2012-01-01
SAMN05918547	2012-01-01
SAMN05918548	2012-01-01
SAMN05918549	2012-01-01
SAMN05918550	2012-01-01
SAMN05918551	2012-01-01
SAMN05918552	2012-01-01
SAMN05918553	2012-01-01
SAMN05918554	2012-01-01
SAMN05918555	2012-01-01
SAMN05918556	2012-01-01
SAMN05918557	2012-01-01
SAMN05918558	2012-01-01
SAMN05918559	2012-01-01
SAMN05918560	2012-01-01
SAMN05918561	2012-01-01
SAMN05918562	2012-01-01
SAMN05918563	2012-01-01
SAMN05918564	2012-01-01
SAMN05918568	2012-01-01
SAMN05918569	2012-01-01
SAMN05918570	2012-01-01
SAMN05918571	2012-01-01
SAMN05918572	2012-01-01
SAMN05918573	2012-01-01
SAMN05918574	2012-01-01
SAMN05918575	2012-01-01
SAMN05918576	2012-01-01
SAMN05918577	2012-01-01
SAMN05918578	2012-01-01
SAMN05918579	2012-01-01
SAMN05918580	2012-01-01
SAMN05918581	2012-01-01
SAMN05918582	2012-01-01
SAMN05918583	2012-01-01
SAMN05918584	2012-01-01
SAMN05918585	2012-01-01
SAMN05918586	2012-01-01
SAMN05918587	2012-01-01
SAMN05918588	2012-01-01
SAMN05918589	2012-01-01
SAMN05918590	2012-01-01
SAMN05918591	2012-01-01
SAMN05918592	2012-01-01
SAMN05918593	2012-01-01
SAMN05918594	2012-01-01
SAMN05918595	2012-01-01
SAMN05918596	2012-01-01
SAMN05918597	2012-01-01
SAMN05918598	2012-01-01
SAMN05918599	2012-01-01
SAMN05918600	2012-01-01
SAMN05918601	2012-01-01
SAMN05918602	2012-01-01
SAMN05918603	2012-01-01
SAMN05918604	2012-01-01
SAMN05918605	2012-01-01
SAMN05918606	2012-01-01
SAMN05918607	2012-01-01
SAMN05918608	2012-01-01
SAMN05918609	2012-01-01
SAMN05918610	2012-01-01
SAMN05918611	2012-01-01
SAMN05918612	2012-01-01
SAMN05918615	2012-01-01
SAMN05918616	2012-01-01
SAMN05918617	2012-01-01
SAMN05918618	2012-01-01
SAMN05918619	2012-01-01
SAMN05918620	2012-01-01
SAMN05918621	2012-01-01
SAMN05918622	2012-01-01
SAMN05918623	2012-01-01
SAMN05918624	2012-01-01
SAMN05918625	2012-01-01
SAMN05918626	2012-01-01
SAMN05918627	2012-01-01
SAMN05918628	2012-01-01
SAMN05918629	2012-01-01
SAMN05918630	2012-01-01
SAMN05918631	2012-01-01
SAMN05918632	2012-01-01
SAMN05918633	2012-01-01
SAMN05918634	2012-01-01
SAMN05918635	2012-01-01
SAMN05918636	2012-01-01
SAMN05918637	2012-01-01
SAMN05918638	2012-01-01
SAMN05918639	2012-01-01
SAMN05918640	2012-01-01
SAMN05918641	2012-01-01
SAMN05918642	2012-01-01
SAMN05918643	2012-01-01
SAMN05918644	2012-01-01
SAMN05918645	2012-01-01
SAMN05918646	2012-01-01
SAMN05918647	2012-01-01
SAMN05918648	2012-01-01
SAMN05918649	2012-01-01
SAMN05918650	2012-01-01
SAMN05918651	2012-01-01
SAMN05918652	2012-01-01
SAMN05918653	2012-01-01
SAMN05918654	2012-01-01
SAMN05918655	2012-01-01
SAMN05918656	2012-01-01
SAMN05918657	2012-01-01
SAMN05918658	2012-01-01
SAMN05918659	2012-01-01
SAMN05918660	2012-01-01
SAMN05918661	2012-01-01
SAMN05918662	2012-01-01
SAMN05918663	2012-01-01
SAMN05918664	2012-01-01
SAMN05918665	2012-01-01
SAMN05918666	2012-01-01
SAMN05918667	2012-01-01
SAMN05918668	2012-01-01
SAMN05918669	2012-01-01
SAMN05918670	2012-01-01
SAMN05918671	2012-01-01
SAMN05918672	2012-01-01
SAMN05918673	2012-01-01
SAMN05918674	2012-01-01
SAMN05918675	2012-01-01
SAMN05918676	2012-01-01
SAMN05918677	2012-01-01
SAMN05918678	2012-01-01
SAMN05918679	2012-01-01
SAMN05918680	2012-01-01
SAMN05918681	2012-01-01
SAMN05918682	2012-01-01
SAMN05918683	2012-01-01
SAMN05918684	2012-01-01
SAMN05918685	2012-01-01
SAMN05918686	2012-01-01
SAMN05918687	2012-01-01
SAMN05918688	2012-01-01
SAMN05918689	2012-01-01
SAMN05918690	2012-01-01
SAMN05918691	2012-01-01
SAMN05918692	2012-01-01
SAMN05918693	2012-01-01
SAMN05918694	2012-01-01
SAMN05918695	2012-01-01
SAMN05918696	2012-01-01
SAMN05918697	2012-01-01
SAMN05918698	2012-01-01
SAMN05918699	2012-01-01
SAMN05918700	2012-01-01
SAMN05918701	2012-01-01
SAMN05918702	2012-01-01
SAMN05918703	2012-01-01
SAMN05918704	2012-01-01
SAMN05918705	2012-01-01
SAMN05918706	2012-01-01
SAMN05918707	2012-01-01
SAMN05918708	2012-01-01
SAMN05918709	2012-01-01
SAMN05918710	2012-01-01
SAMN05918711	2012-01-01
SAMN05918712	2012-01-01
SAMN05918713	2012-01-01
SAMN05918714	2012-01-01
SAMN05918715	2012-01-01
SAMN05918716	2012-01-01
SAMN05918717	2012-01-01
SAMN05918718	2012-01-01
SAMN05918719	2012-01-01
SAMN05918720	2012-01-01
SAMN05918721	2012-01-01
SAMN05918722	2012-01-01
SAMN05918723	2012-01-01
SAMN05918724	2012-01-01
SAMN05918725	2012-01-01
SAMN05918726	2012-01-01
SAMN05918728	2012-01-01
SAMN05918729	2012-01-01
SAMN05918730	2012-01-01
SAMN05918731	2012-01-01
SAMN05918732	2012-01-01
SAMN05918733	2012-01-01
SAMN05918734	2012-01-01
SAMN05918735	2012-01-01
SAMN05918736	2012-01-01
SAMN05918737	2012-01-01
SAMN05918738	2012-01-01
SAMN05918739	2012-01-01
SAMN05918740	2012-01-01
SAMN05918741	2012-01-01
SAMN05918742	2012-01-01
SAMN05918743	2012-01-01
SAMN05918744	2012-01-01
SAMN05918745	2012-01-01
SAMN05918746	2012-01-01
SAMN05918747	2012-01-01
SAMN05918748	2012-01-01
SAMN05918749	2012-01-01
SAMN05918750	2012-01-01
SAMN05918751	2012-01-01
SAMN05918752	2012-01-01
SAMN05918753	2012-01-01
SAMN05918754	2012-01-01
SAMN05918755	2012-01-01
SAMN05918756	2012-01-01
SAMN05918757	2012-01-01
SAMN05918758	2012-01-01
SAMN05918759	2012-01-01
SAMN05918760	2012-01-01
SAMN05918761	2012-01-01
SAMN05918762	2012-01-01
SAMN05918763	2012-01-01
SAMN05918764	2012-01-01
SAMN05918765	2012-01-01
SAMN05918766	2012-01-01
SAMN05918767	2012-01-01
SAMN05918768	2012-01-01
SAMN05918769	2012-01-01
SAMN05918770	2012-01-01
SAMN05918771	2012-01-01
SAMN05918772	2012-01-01
SAMN05918773	2012-01-01
SAMN05918774	2012-01-01
SAMN05918775	2012-01-01
SAMN05918776	2012-01-01
SAMN05918777	2012-01-01
SAMN05918778	2012-01-01
SAMN05918779	2012-01-01
SAMN05918780	2012-01-01
SAMN05918917	2012-01-01
SAMN05918918	2012-01-01
SAMN05918919	2012-01-01
SAMN05918920	2012-01-01
SAMN05918921	2012-01-01
SAMN05918922	2012-01-01
SAMN05918923	2012-01-01
SAMN05918924	2012-01-01
SAMN05918925	2012-01-01
SAMN05918926	2012-01-01
SAMN05918927	2012-01-01
SAMN05918928	2012-01-01
SAMN05918929	2012-01-01
SAMN05918930	2012-01-01
SAMN05918931	2012-01-01
SAMN05918932	2012-01-01
SAMN05918933	2012-01-01
SAMN05918934	2012-01-01
SAMN05918935	2012-01-01
SAMN05918936	2012-01-01
SAMN05918937	2012-01-01
SAMN05918938	2012-01-01
SAMN05918939	2012-01-01
SAMN05918940	2012-01-01
SAMN05918941	2012-01-01
SAMN05918942	2012-01-01
SAMN05918943	2012-01-01
SAMN05918944	2012-01-01
SAMN05918945	2012-01-01
SAMN05918946	2012-01-01
SAMN05918947	2012-01-01
SAMN05918948	2012-01-01
SAMN05918949	2012-01-01
SAMN05918950	2012-01-01
SAMN05918951	2012-01-01
SAMN05918952	2012-01-01
SAMN05918953	2012-01-01
SAMN05918954	2012-01-01
SAMN05918955	2012-01-01
SAMN05918956	2012-01-01
SAMN05918957	2012-01-01
SAMN05918958	2012-01-01
SAMN05918959	2012-01-01
SAMN05918960	2012-01-01
SAMN05919545	2012-01-01
SAMN05919546	2012-01-01
SAMN05919547	2012-01-01
SAMN05919548	2012-01-01
SAMN05919549	2012-01-01
SAMN05919550	2012-01-01
SAMN05919551	2012-01-01
SAMN05919552	2012-01-01
SAMN05919553	2012-01-01
SAMN05919554	2012-01-01
SAMN05919555	2012-01-01
SAMN05919556	2012-01-01
SAMN05919557	2012-01-01
SAMN05919558	2012-01-01
SAMN05919559	2012-01-01
SAMN05919560	2012-01-01
SAMN05919561	2012-01-01
SAMN05919562	2012-01-01
SAMN05919563	2012-01-01
SAMN05919564	2012-01-01
SAMN05919565	2012-01-01
SAMN05919566	2012-01-01
SAMN05919567	2012-01-01
SAMN05919568	2012-01-01
SAMN05919569	2012-01-01
SAMN05919570	2012-01-01
SAMN05919571	2012-01-01
SAMN05919572	2012-01-01
SAMN05919573	2012-01-01
SAMN05919574	2012-01-01
SAMN05919575	2012-01-01
SAMN05919576	2012-01-01
SAMN05919577	2012-01-01
SAMN05919578	2012-01-01
SAMN05919579	2012-01-01
SAMN05919580	2012-01-01
SAMN05919581	2012-01-01
SAMN05919582	2012-01-01
SAMN05919583	2012-01-01
SAMN05919584	2012-01-01
SAMN05919585	2012-01-01
SAMN05919586	2012-01-01
SAMN05919587	2012-01-01
SAMN05919588	2012-01-01
SAMN05919589	2012-01-01
SAMN05919590	2012-01-01
SAMN05919591	2012-01-01
SAMN05919592	2012-01-01
SAMN05919593	2012-01-01
SAMN05919594	2012-01-01
SAMN05919595	2012-01-01
SAMN05919596	2012-01-01
SAMN05919597	2012-01-01
SAMN05919598	2012-01-01
SAMN05919599	2012-01-01
SAMN05919600	2012-01-01
SAMN05919601	2012-01-01
SAMN05919602	2012-01-01
SAMN05919603	2012-01-01
SAMN05919604	2012-01-01
SAMN05919605	2012-01-01
SAMN05919606	2012-01-01
SAMN05919607	2012-01-01
SAMN05919608	2012-01-01
SAMN05919609	2012-01-01
SAMN05919610	2012-01-01
SAMN05919611	2012-01-01
SAMN05919613	2012-01-01
SAMN05919614	2012-01-01
SAMN05919615	2012-01-01
SAMN05919616	2012-01-01
SAMN05919617	2012-01-01
SAMN05919618	2012-01-01
SAMN05919619	2012-01-01
SAMN05919620	2012-01-01
SAMN05919621	2012-01-01
SAMN05919622	2012-01-01
SAMN05919623	2012-01-01
SAMN05919624	2012-01-01
SAMN05919625	2012-01-01
SAMN05919626	2012-01-01
SAMN05919627	2012-01-01
SAMN05919628	2012-01-01
SAMN05919629	2012-01-01
SAMN05919630	2012-01-01
SAMN05919631	2012-01-01
SAMN05919632	2012-01-01
SAMN05919633	2012-01-01
SAMN05919634	2012-01-01
SAMN05919635	2012-01-01
SAMN05919636	2012-01-01
SAMN05919637	2012-01-01
SAMN05919638	2012-01-01
SAMN05919639	2012-01-01
SAMN05919640	2012-01-01
SAMN05919641	2012-01-01
SAMN05919642	2012-01-01
SAMN05919643	2012-01-01
SAMN05919644	2012-01-01
SAMN05919645	2012-01-01
SAMN05919646	2012-01-01
SAMN05919647	2012-01-01
SAMN05919648	2012-01-01
SAMN05919649	2012-01-01
SAMN05919650	2012-01-01
SAMN05919651	2012-01-01
SAMN05919652	2012-01-01
SAMN05919653	2012-01-01
SAMN05919654	2012-01-01
SAMN05919655	2012-01-01
SAMN05919656	2012-01-01
SAMN05919657	2012-01-01
SAMN05919658	2012-01-01
SAMN05919659	2012-01-01
SAMN05919660	2012-01-01
SAMN05919661	2012-01-01
SAMN05919662	2012-01-01
SAMN05919663	2012-01-01
SAMN05919664	2012-01-01
SAMN05919665	2012-01-01
SAMN05919666	2012-01-01
SAMN05919667	2012-01-01
SAMN05919668	2012-01-01
SAMN05919669	2012-01-01
SAMN05919670	2012-01-01
SAMN05919671	2012-01-01
SAMN05933692	1993-09-08
SAMN05933699	1993-09-08
SAMN06010119	2012-01-01
SAMN06010120	2012-01-01
SAMN06010121	2012-01-01
SAMN06010122	2012-01-01
SAMN06010123	2012-01-01
SAMN06010124	2012-01-01
SAMN06010125	2012-01-01
SAMN06010126	2012-01-01
SAMN06010127	2012-01-01
SAMN06010128	2012-01-01
SAMN06010129	2012-01-01
SAMN06010130	2012-01-01
SAMN06010131	2012-01-01
SAMN06010132	2012-01-01
SAMN06010133	2012-01-01
SAMN06010134	2012-01-01
SAMN06010135	2012-01-01
SAMN06010136	2012-01-01
SAMN06010137	2012-01-01
SAMN06010138	2012-01-01
SAMN06010139	2012-01-01
SAMN06010140	2012-01-01
SAMN06010141	2012-01-01
SAMN06010142	2012-01-01
SAMN06010143	2012-01-01
SAMN06010144	2012-01-01
SAMN06010145	2012-01-01
SAMN06010146	2012-01-01
SAMN06010147	2012-01-01
SAMN06010148	2012-01-01
SAMN06010149	2012-01-01
SAMN06010150	2012-01-01
SAMN06010151	2012-01-01
SAMN06010152	2012-01-01
SAMN06010153	2012-01-01
SAMN06010154	2012-01-01
SAMN06010155	2012-01-01
SAMN06010156	2012-01-01
SAMN06010157	2012-01-01
SAMN06010158	2012-01-01
SAMN06010159	2012-01-01
SAMN06010160	2012-01-01
SAMN06010161	2012-01-01
SAMN06010162	2012-01-01
SAMN06010163	2012-01-01
SAMN06010164	2012-01-01
SAMN06010165	2012-01-01
SAMN06010166	2012-01-01
SAMN06010167	2012-01-01
SAMN06010168	2012-01-01
SAMN06010169	2012-01-01
SAMN06010170	2012-01-01
SAMN06010171	2012-01-01
SAMN06010172	2012-01-01
SAMN06010173	2012-01-01
SAMN06010174	2012-01-01
SAMN06010175	2012-01-01
SAMN06010176	2012-01-01
SAMN06010177	2012-01-01
SAMN06010178	2012-01-01
SAMN06010179	2012-01-01
SAMN06010180	2012-01-01
